location_raw;Índice de Gini;Distribución de la renta P80/P20
2807910197 Madrid sección 10197;27,1;2,1
2807910198 Madrid sección 10198;27,9;2,4
2807910199 Madrid sección 10199;27;2,4
2807910201 Madrid sección 10201;27,3;2,5
2807910202 Madrid sección 10202;27,4;2,4
2807910203 Madrid sección 10203;28,4;2,5
2807910204 Madrid sección 10204;28;2,6
2807910205 Madrid sección 10205;30,7;2,9
2807910206 Madrid sección 10206;32,7;2,8
2807910207 Madrid sección 10207;30,2;2,5
2807910209 Madrid sección 10209;29,7;2,6
2807910210 Madrid sección 10210;33,9;3,4
2807910211 Madrid sección 10211;30,1;2,7
2807910212 Madrid sección 10212;28,1;2,4
2807910213 Madrid sección 10213;28,3;2,4
2807910214 Madrid sección 10214;24,2;2,1
2807910215 Madrid sección 10215;27;2,4
2807910216 Madrid sección 10216;24,9;2,1
2807910217 Madrid sección 10217;29;2,6
2807910218 Madrid sección 10218;25,7;2,1
2807910219 Madrid sección 10219;24,8;2,1
2807910220 Madrid sección 10220;31,9;3,2
2807910221 Madrid sección 10221;28,4;2,4
2807911 Madrid distrito 11;34,2;3,1
2807911001 Madrid sección 11001;37,3;3,5
2807911002 Madrid sección 11002;30,5;2,7
2807911003 Madrid sección 11003;30;2,8
2807911004 Madrid sección 11004;30,2;2,6
2807911005 Madrid sección 11005;31,5;2,8
2807911006 Madrid sección 11006;31,7;2,9
2807911007 Madrid sección 11007;36,4;3
2807911010 Madrid sección 11010;33,2;3,1
2807911011 Madrid sección 11011;30,9;2,5
2807911012 Madrid sección 11012;36,8;3,5
2807911013 Madrid sección 11013;36,1;3,5
2807911015 Madrid sección 11015;33,6;3
2807911016 Madrid sección 11016;34,2;3,1
2807911017 Madrid sección 11017;33,3;3
2807911018 Madrid sección 11018;32,3;3,6
2807911019 Madrid sección 11019;32,3;3,6
2807911021 Madrid sección 11021;33,9;3,1
2807911022 Madrid sección 11022;33,3;3,1
2807911023 Madrid sección 11023;31,5;2,7
2807911024 Madrid sección 11024;32,9;2,9
2807911025 Madrid sección 11025;30,4;2,6
2807911026 Madrid sección 11026;33,2;3
2807911028 Madrid sección 11028;30;2,8
2807911029 Madrid sección 11029;30,8;2,7
2807911030 Madrid sección 11030;33,9;3,1
2807911031 Madrid sección 11031;29,4;2,6
2807911032 Madrid sección 11032;32,8;3
2807911033 Madrid sección 11033;37,7;3,7
2807911034 Madrid sección 11034;36,3;3,3
2807911035 Madrid sección 11035;37,6;3,4
2807911036 Madrid sección 11036;36,4;3,4
2807911037 Madrid sección 11037;35,9;3,3
2807911038 Madrid sección 11038;32,1;2,9
2807911039 Madrid sección 11039;35,1;3,4
2807911040 Madrid sección 11040;35,7;3,5
2807911041 Madrid sección 11041;35,2;3,7
2807911042 Madrid sección 11042;31,5;2,7
2807911043 Madrid sección 11043;34,7;3,4
2807911044 Madrid sección 11044;29,1;2,7
2807911045 Madrid sección 11045;32,3;2,8
2807911046 Madrid sección 11046;31,7;2,7
2807911047 Madrid sección 11047;33,5;3,3
2807911048 Madrid sección 11048;38,8;4,7
2807911049 Madrid sección 11049;31,8;3,1
2807911050 Madrid sección 11050;30,6;2,9
2807911051 Madrid sección 11051;30;2,8
2807911054 Madrid sección 11054;40,9;4,2
2807911055 Madrid sección 11055;34,5;3,1
2807911056 Madrid sección 11056;31,4;2,9
2807911057 Madrid sección 11057;34,4;2,8
2807911058 Madrid sección 11058;33,8;3,2
2807911059 Madrid sección 11059;33,3;2,7
2807911060 Madrid sección 11060;30,9;2,7
2807911061 Madrid sección 11061;35,3;3,3
2807911062 Madrid sección 11062;37,3;3,8
2807911063 Madrid sección 11063;34,1;2,9
2807911065 Madrid sección 11065;32,1;2,7
2807911066 Madrid sección 11066;36,8;4,1
2807911067 Madrid sección 11067;33,2;3,2
2807911068 Madrid sección 11068;31;2,7
2807911069 Madrid sección 11069;31,4;2,7
2807911070 Madrid sección 11070;32,4;2,9
2807911071 Madrid sección 11071;33,6;3,2
2807911072 Madrid sección 11072;33,2;2,9
2807911073 Madrid sección 11073;34,9;3,1
2807911074 Madrid sección 11074;34,5;3,1
2807911075 Madrid sección 11075;29,1;2,7
2807911078 Madrid sección 11078;34,3;2,8
2807911079 Madrid sección 11079;33,1;3,2
2807911080 Madrid sección 11080;33,8;3,1
2807911081 Madrid sección 11081;32;2,6
2807911082 Madrid sección 11082;35,7;3,4
2807911083 Madrid sección 11083;32,1;2,8
2807911084 Madrid sección 11084;;
2807911085 Madrid sección 11085;33,1;3,3
2807911086 Madrid sección 11086;34,4;2,8
2807911087 Madrid sección 11087;35,3;3,4
2807911088 Madrid sección 11088;33,3;3
2807911089 Madrid sección 11089;32,5;2,9
2807911091 Madrid sección 11091;32,9;3,4
2807911092 Madrid sección 11092;31,1;2,4
2807911093 Madrid sección 11093;31,2;2,6
2807911094 Madrid sección 11094;27,5;2,3
2807911095 Madrid sección 11095;27,5;2,7
2807911096 Madrid sección 11096;27,5;2,5
2807911097 Madrid sección 11097;31,1;2,9
2807911098 Madrid sección 11098;29;2,7
2807911099 Madrid sección 11099;29,1;2,6
2807911100 Madrid sección 11100;35,1;3,3
2807911101 Madrid sección 11101;31,6;2,7
2807911102 Madrid sección 11102;33,6;3,2
2807911103 Madrid sección 11103;33,7;3,2
2807911104 Madrid sección 11104;34;3,2
2807911105 Madrid sección 11105;33,7;3,1
2807911106 Madrid sección 11106;34,8;3,5
2807911107 Madrid sección 11107;33,4;2,9
2807911108 Madrid sección 11108;35,3;3,7
2807911109 Madrid sección 11109;30,8;2,8
2807911110 Madrid sección 11110;32,6;2,8
2807911111 Madrid sección 11111;31,9;2,8
2807911112 Madrid sección 11112;33,9;3,1
2807911113 Madrid sección 11113;34,6;3,4
2807911114 Madrid sección 11114;35,5;3,5
2807911115 Madrid sección 11115;36,6;3,3
2807911116 Madrid sección 11116;33,2;3,1
2807911117 Madrid sección 11117;32,5;2,6
2807911118 Madrid sección 11118;33,1;3,2
2807911119 Madrid sección 11119;35,1;3,4
2807911120 Madrid sección 11120;32,3;2,6
2807911121 Madrid sección 11121;33,1;2,7
2807911122 Madrid sección 11122;34,7;3,3
2807911123 Madrid sección 11123;29;2,4
2807911124 Madrid sección 11124;33;2,8
2807911125 Madrid sección 11125;31,8;2,8
2807911126 Madrid sección 11126;33,8;3,2
2807911128 Madrid sección 11128;35,5;3,6
2807911129 Madrid sección 11129;34,9;3,3
2807911130 Madrid sección 11130;31,9;3,1
2807911131 Madrid sección 11131;32,2;3
2807911132 Madrid sección 11132;33,9;3,3
2807911133 Madrid sección 11133;36,4;3,1
2807911134 Madrid sección 11134;31,9;2,9
2807911135 Madrid sección 11135;32,6;3,1
2807911136 Madrid sección 11136;32,7;2,9
2807911137 Madrid sección 11137;32;2,8
2807911138 Madrid sección 11138;31,7;2,8
2807911139 Madrid sección 11139;31,8;2,9
2807911140 Madrid sección 11140;34;3,2
2807911141 Madrid sección 11141;32,9;3,1
2807911142 Madrid sección 11142;29,1;2,3
2807911143 Madrid sección 11143;31,4;2,9
2807911145 Madrid sección 11145;26,5;2,3
2807911146 Madrid sección 11146;29,9;2,6
2807911147 Madrid sección 11147;29;2,5
2807911148 Madrid sección 11148;30,2;2,6
2807911149 Madrid sección 11149;29,5;2,4
2807911150 Madrid sección 11150;31,3;2,8
2807911151 Madrid sección 11151;31,9;2,8
2807911152 Madrid sección 11152;30;2,6
2807911153 Madrid sección 11153;31,3;2,7
2807911154 Madrid sección 11154;32,5;2,9
2807911155 Madrid sección 11155;28,6;2,4
2807911156 Madrid sección 11156;29,3;2,6
2807911157 Madrid sección 11157;32;3,1
2807911158 Madrid sección 11158;36,7;3,9
2807911159 Madrid sección 11159;;
2807911160 Madrid sección 11160;33,6;3,4
2807911161 Madrid sección 11161;30,3;2,4
2807911162 Madrid sección 11162;34;3,5
2807911163 Madrid sección 11163;32,4;2,9
2807911165 Madrid sección 11165;32,9;3
2807911167 Madrid sección 11167;33,8;3,1
2807911168 Madrid sección 11168;30,5;2,7
2807911169 Madrid sección 11169;34;3
2807911170 Madrid sección 11170;31,6;2,7
2807911171 Madrid sección 11171;30,1;3,1
2807911173 Madrid sección 11173;35,2;3,5
2807911174 Madrid sección 11174;32,8;2,7
2807911175 Madrid sección 11175;33,1;3,2
2807911176 Madrid sección 11176;32,7;2,8
2807911177 Madrid sección 11177;31,1;2,7
2807911178 Madrid sección 11178;34,8;3,1
2807911179 Madrid sección 11179;34,4;3,2
2807911180 Madrid sección 11180;34,8;3,5
2807911181 Madrid sección 11181;29,6;2,7
2807911182 Madrid sección 11182;28,3;2,4
2807911183 Madrid sección 11183;29,4;2,5
2807911184 Madrid sección 11184;29,6;2,5
2807911185 Madrid sección 11185;34,4;2,9
2807911186 Madrid sección 11186;28,7;2,7
2807911187 Madrid sección 11187;30,4;2,7
2807911188 Madrid sección 11188;26;2,4
2807911189 Madrid sección 11189;29,6;2,6
2807911190 Madrid sección 11190;28,6;2,4
2807911191 Madrid sección 11191;23,5;1,9
2807911192 Madrid sección 11192;26,9;2,4
2807911193 Madrid sección 11193;31,6;2,4
2807911194 Madrid sección 11194;26,6;2,2
2807911195 Madrid sección 11195;29,4;2,5
2807911196 Madrid sección 11196;23,9;1,9
2807911197 Madrid sección 11197;26;2,3
2807911198 Madrid sección 11198;26,4;2,2
2807912 Madrid distrito 12;34,5;3,2
2807912001 Madrid sección 12001;25,5;2,2
2807912002 Madrid sección 12002;30,4;2,6
2807912003 Madrid sección 12003;28,7;2,5
2807912005 Madrid sección 12005;27,5;2,3
2807912006 Madrid sección 12006;25,1;2,2
2807912007 Madrid sección 12007;26,7;2,3
2807912008 Madrid sección 12008;30;2,5
2807912009 Madrid sección 12009;26,1;2,3
2807912010 Madrid sección 12010;25,9;2,4
2807912011 Madrid sección 12011;27,2;2,3
2807912012 Madrid sección 12012;27,8;2,3
2807912013 Madrid sección 12013;27;2,3
2807912014 Madrid sección 12014;29,8;2,6
2807912015 Madrid sección 12015;29,7;2,4
2807912016 Madrid sección 12016;30;2,7
2807912018 Madrid sección 12018;32,1;3,4
2807912019 Madrid sección 12019;34,4;3,5
2807912020 Madrid sección 12020;34,2;3,3
2807912021 Madrid sección 12021;;
2807912022 Madrid sección 12022;31,6;2,9
2807912023 Madrid sección 12023;30,7;2,8
2807912024 Madrid sección 12024;33;3,3
2807912027 Madrid sección 12027;33;3
2807912028 Madrid sección 12028;29,6;2,6
2807912029 Madrid sección 12029;32,8;2,9
2807912030 Madrid sección 12030;31,8;3
2807912031 Madrid sección 12031;30,1;2,8
2807912032 Madrid sección 12032;32,6;3,2
2807912033 Madrid sección 12033;32,2;3
2807912034 Madrid sección 12034;34;3,8
2807912036 Madrid sección 12036;;
2807912037 Madrid sección 12037;29,3;2,7
2807912039 Madrid sección 12039;31,5;2,7
2807912041 Madrid sección 12041;31,7;3,1
2807912042 Madrid sección 12042;32,7;2,5
2807912043 Madrid sección 12043;33,1;3
2807912044 Madrid sección 12044;34;3
2807912045 Madrid sección 12045;31,3;2,7
2807912046 Madrid sección 12046;38;3,5
2807912047 Madrid sección 12047;35,4;3,3
2807912048 Madrid sección 12048;35,5;3
2807912049 Madrid sección 12049;37,2;3,7
2807912050 Madrid sección 12050;34,9;3,7
2807912051 Madrid sección 12051;32,7;2,8
2807912052 Madrid sección 12052;33,4;3,1
2807912053 Madrid sección 12053;30,5;2,7
2807912054 Madrid sección 12054;31,5;2,7
2807912055 Madrid sección 12055;35,8;3,1
2807912056 Madrid sección 12056;37,2;3,4
2807912057 Madrid sección 12057;36,6;3
2807912059 Madrid sección 12059;35,4;3,2
2807912061 Madrid sección 12061;33,7;3,2
2807912062 Madrid sección 12062;35;3,4
2807912064 Madrid sección 12064;33,2;3
2807912065 Madrid sección 12065;33,2;3,2
2807912066 Madrid sección 12066;35,7;3,3
2807912067 Madrid sección 12067;35,9;3,3
2807912069 Madrid sección 12069;34,4;2,9
2807912070 Madrid sección 12070;32,5;3,1
2807912071 Madrid sección 12071;31,7;2,7
2807912073 Madrid sección 12073;34,7;3,6
2807912074 Madrid sección 12074;33,2;3,4
2807912075 Madrid sección 12075;35,7;3,1
2807912077 Madrid sección 12077;30,9;3
2807912078 Madrid sección 12078;34,8;3,1
2807912079 Madrid sección 12079;33,7;2,9
2807912080 Madrid sección 12080;34,8;3
2807912081 Madrid sección 12081;31,7;2,9
2807912082 Madrid sección 12082;33,8;2,8
2807912083 Madrid sección 12083;31,7;2,8
2807912084 Madrid sección 12084;30,3;2,6
2807912086 Madrid sección 12086;29,4;2,5
2807912087 Madrid sección 12087;32,6;2,9
2807912088 Madrid sección 12088;36,6;3
2807912089 Madrid sección 12089;35,1;3,1
2807912090 Madrid sección 12090;34,5;3,1
2807912091 Madrid sección 12091;33,9;3,1
2807912092 Madrid sección 12092;32,4;3
2807912093 Madrid sección 12093;34,8;3,2
2807912094 Madrid sección 12094;37;3,4
2807912096 Madrid sección 12096;38,8;3,6
2807912097 Madrid sección 12097;37,4;3,2
2807912098 Madrid sección 12098;28,2;2,4
2807912099 Madrid sección 12099;29,5;3,1
2807912100 Madrid sección 12100;31,6;2,8
2807912101 Madrid sección 12101;27,8;2,4
2807912102 Madrid sección 12102;32,6;3,5
2807912103 Madrid sección 12103;36,8;3,9
2807912104 Madrid sección 12104;32,1;2,9
2807912105 Madrid sección 12105;35,8;3,4
2807912106 Madrid sección 12106;28,9;2,5
2807912107 Madrid sección 12107;31;2,8
2807912108 Madrid sección 12108;34,6;3,4
2807912109 Madrid sección 12109;37;3,4
2807913 Madrid distrito 13;32,6;2,9
2807913002 Madrid sección 13002;29,9;3
2807913003 Madrid sección 13003;31,2;2,8
2807913004 Madrid sección 13004;26,8;2,5
2807913005 Madrid sección 13005;31,4;2,8
2807913006 Madrid sección 13006;29,1;2,9
2807913007 Madrid sección 13007;29,2;2,8
2807913008 Madrid sección 13008;30,8;2,5
2807913010 Madrid sección 13010;26,7;2,3
2807913011 Madrid sección 13011;30,3;3
2807913012 Madrid sección 13012;34,8;3,9
2807913013 Madrid sección 13013;32;2,9
2807913014 Madrid sección 13014;27,8;2,4
2807913016 Madrid sección 13016;28,8;2,6
2807913017 Madrid sección 13017;30,2;2,6
2807913018 Madrid sección 13018;32,3;3,3
2807913019 Madrid sección 13019;28,5;2,4
2807913021 Madrid sección 13021;31,8;3
2807913022 Madrid sección 13022;32;2,8
2807913023 Madrid sección 13023;30,6;2,5
2807913024 Madrid sección 13024;30,3;2,5
2807913026 Madrid sección 13026;28,3;2,5
2807913027 Madrid sección 13027;32,4;3,5
2807913028 Madrid sección 13028;36,3;4,3
2807913029 Madrid sección 13029;30,4;2,8
2807913030 Madrid sección 13030;29,8;2,5
2807913031 Madrid sección 13031;31,8;2,8
2807913032 Madrid sección 13032;29,7;2,5
2807913033 Madrid sección 13033;34,3;3,1
2807913034 Madrid sección 13034;33,6;3,1
2807913035 Madrid sección 13035;32,9;3,2
2807913036 Madrid sección 13036;33,6;3,4
2807913037 Madrid sección 13037;34,4;3
2807913038 Madrid sección 13038;33,2;2,8
2807913039 Madrid sección 13039;36,1;3,7
2807913040 Madrid sección 13040;34,6;3,1
2807913041 Madrid sección 13041;35,7;3,2
2807913042 Madrid sección 13042;32,7;2,8
2807913043 Madrid sección 13043;34,6;3
2807913044 Madrid sección 13044;35,3;3,5
2807913045 Madrid sección 13045;37,7;3,4
2807913046 Madrid sección 13046;34,7;3,1
2807913047 Madrid sección 13047;31,8;2,7
2807913048 Madrid sección 13048;31;2,8
2807913049 Madrid sección 13049;31,3;2,7
2807913050 Madrid sección 13050;37;3,7
2807913052 Madrid sección 13052;34,7;3,4
2807913053 Madrid sección 13053;35;3,2
2807913054 Madrid sección 13054;33,7;3,1
2807913055 Madrid sección 13055;30,5;3
2807913056 Madrid sección 13056;35,3;3,5
2807913057 Madrid sección 13057;32,1;2,8
2807913058 Madrid sección 13058;31,1;2,9
2807913059 Madrid sección 13059;34,6;3,1
2807913060 Madrid sección 13060;32,6;3
2807913061 Madrid sección 13061;31,3;2,6
2807913062 Madrid sección 13062;33,9;3,1
2807913063 Madrid sección 13063;32;2,9
2807913064 Madrid sección 13064;;
2807913065 Madrid sección 13065;33,2;3,1
2807913066 Madrid sección 13066;29,6;2,7
2807913069 Madrid sección 13069;30,8;2,9
2807913074 Madrid sección 13074;27,6;2,5
2807913077 Madrid sección 13077;31,3;2,9
2807913078 Madrid sección 13078;32,9;3
2807913079 Madrid sección 13079;33,5;3,1
2807913080 Madrid sección 13080;33,7;3,1
2807913083 Madrid sección 13083;34,3;3,2
2807913084 Madrid sección 13084;31,5;2,6
2807913086 Madrid sección 13086;30,8;2,6
2807913087 Madrid sección 13087;33;3
2807913088 Madrid sección 13088;32,4;2,9
2807913089 Madrid sección 13089;32,1;3,1
2807913090 Madrid sección 13090;30,9;3
2807913091 Madrid sección 13091;30,3;2,5
2807913092 Madrid sección 13092;28;2,6
2807913094 Madrid sección 13094;29,1;2,7
2807913103 Madrid sección 13103;29,6;2,6
2807913104 Madrid sección 13104;27,5;2,3
2807913108 Madrid sección 13108;30,7;2,8
2807913109 Madrid sección 13109;29,6;2,6
2807913110 Madrid sección 13110;28,5;2,2
2807913111 Madrid sección 13111;27,2;2,2
2807913112 Madrid sección 13112;28,8;2,6
2807913114 Madrid sección 13114;31,3;3,1
2807913115 Madrid sección 13115;28,3;2,3
2807913116 Madrid sección 13116;27,1;2,3
2807913117 Madrid sección 13117;29,7;2,6
2807913118 Madrid sección 13118;28,8;2,5
2807913119 Madrid sección 13119;30,5;2,5
2807913120 Madrid sección 13120;27,1;2,3
2807913121 Madrid sección 13121;25,7;2,3
2807913122 Madrid sección 13122;28,7;2,4
2807913123 Madrid sección 13123;30,4;2,6
2807913124 Madrid sección 13124;30,6;2,6
2807913125 Madrid sección 13125;31,5;2,9
2807913126 Madrid sección 13126;29,2;2,5
2807913127 Madrid sección 13127;26,7;2,2
2807913128 Madrid sección 13128;27,6;2,4
2807913129 Madrid sección 13129;29,1;2,7
2807913131 Madrid sección 13131;26,8;2,1
2807913132 Madrid sección 13132;30,9;2,8
2807913133 Madrid sección 13133;27,4;2,2
2807913134 Madrid sección 13134;27,6;2,4
2807913135 Madrid sección 13135;23,7;2
2807913136 Madrid sección 13136;25,6;2,1
2807913137 Madrid sección 13137;29,3;2,7
2807913138 Madrid sección 13138;31;2,8
2807913139 Madrid sección 13139;29,5;2,5
2807913140 Madrid sección 13140;29,4;2,5
2807913142 Madrid sección 13142;29,9;2,6
2807913143 Madrid sección 13143;26,8;2,3
2807913144 Madrid sección 13144;32,3;2,9
2807913145 Madrid sección 13145;30,5;3
2807913146 Madrid sección 13146;29,1;2,4
2807913147 Madrid sección 13147;32,8;3
2807913148 Madrid sección 13148;31,4;2,9
2807913150 Madrid sección 13150;31,5;3,1
2807913153 Madrid sección 13153;32,3;3,1
2807913154 Madrid sección 13154;31,2;2,7
2807913155 Madrid sección 13155;31,7;2,8
2807913156 Madrid sección 13156;28,7;2,3
2807913157 Madrid sección 13157;30,5;2,7
2807913158 Madrid sección 13158;32,4;3,1
2807913160 Madrid sección 13160;27;2,3
2807913161 Madrid sección 13161;28,1;2,6
2807913162 Madrid sección 13162;26,9;2,2
2807913163 Madrid sección 13163;25,9;2,3
2807913164 Madrid sección 13164;24,7;2,2
2807913166 Madrid sección 13166;33,6;3,1
2807913168 Madrid sección 13168;33,3;2,9
2807913169 Madrid sección 13169;32,6;3
2807913170 Madrid sección 13170;31;2,7
2807913171 Madrid sección 13171;35,4;3
2807913172 Madrid sección 13172;34,2;3
2807913173 Madrid sección 13173;30,8;2,9
2807913174 Madrid sección 13174;35,3;3,4
2807913175 Madrid sección 13175;33;2,8
2807913176 Madrid sección 13176;33;3,5
