location_raw;Fuente de ingreso: salario;Fuente de ingreso: pensiones;Fuente de ingreso: prestaciones por desempleo;Fuente de ingreso: otras prestaciones;Fuente de ingreso: otros ingresos
5000601 Ainzón distrito 01;8319;3506;261;344;1731
5000601001 Ainzón sección 01001;8319;3506;261;344;1731
22006 Aisa;9761;4196;351;702;3281
2200601 Aisa distrito 01;9761;4196;351;702;3281
2200601001 Aisa sección 01001;9761;4196;351;702;3281
25038 Aitona;6064;2232;457;395;2446
2503801 Aitona distrito 01;6064;2232;457;395;2446
2503801001 Aitona sección 01001;6402;2438;480;395;2294
2503801002 Aitona sección 01002;5772;2054;438;396;2578
20003 Aizarnazabal;10434,1;;;1187,4;1649
2000301 Aizarnazabal distrito 01;10434,1;;;1187,4;1649
2000301001 Aizarnazabal sección 01001;10434,1;;;1187,4;1649
28002 Ajalvir;12255;1700;237;416;1740
2800201 Ajalvir distrito 01;12255;1700;237;416;1740
2800201001 Ajalvir sección 01001;12990;1815;202;457;2036
2800201002 Ajalvir sección 01002;11677;1611;264;384;1508
26004 Ajamil de Cameros;;;;;
2600401 Ajamil de Cameros distrito 01;;;;;
2600401001 Ajamil de Cameros sección 01001;;;;;
48911 Ajangiz;12577,7;;;1187,4;3783,4
4891101 Ajangiz distrito 01;12577,7;;;1187,4;3783,4
4891101001 Ajangiz sección 01001;12577,7;;;1187,4;3783,4
45001 Ajofrín;6463;2496;283;337;704
4500101 Ajofrín distrito 01;6463;2496;283;337;704
4500101001 Ajofrín sección 01001;6379;2365;276;387;637
4500101002 Ajofrín sección 01002;6601;2712;295;255;814
44006 Alacón;5528;4053;121;239;2536
4400601 Alacón distrito 01;5528;4053;121;239;2536
4400601001 Alacón sección 01001;5528;4053;121;239;2536
50007 Aladrén;;;;;
5000701 Aladrén distrito 01;;;;;
5000701001 Aladrén sección 01001;;;;;
47004 Alaejos;5532;3113;282;639;2311
4700401 Alaejos distrito 01;5532;3113;282;639;2311
4700401001 Alaejos sección 01001;5891;2879;324;661;2452
4700401002 Alaejos sección 01002;5126;3376;236;615;2151
50008 Alagón;9205;2823;245;473;1341
5000801 Alagón distrito 01;9205;2823;245;473;1341
5000801001 Alagón sección 01001;9155;2856;271;496;1491
5000801002 Alagón sección 01002;9036;2858;250;479;1000
5000801003 Alagón sección 01003;8652;2872;254;451;1179
5000801004 Alagón sección 01004;10159;2698;210;481;1826
10903 Alagón del Río;4404;2261;615;485;1127
1090301 Alagón del Río distrito 01;4404;2261;615;485;1127
1090301001 Alagón del Río sección 01001;4404;2261;615;485;1127
07002 Alaior;9194;2272;425;373;2380
0700201 Alaior distrito 01;9795;2508;416;347;2491
0700201001 Alaior sección 01001;9537;2833;381;364;2104
0700201002 Alaior sección 01002;10073;2157;455;329;2910
0700202 Alaior distrito 02;8784;2111;432;391;2303
0700202001 Alaior sección 02001;8634;2354;399;406;2466
0700202002 Alaior sección 02002;8955;2224;413;396;2538
0700202003 Alaior sección 02003;8763;1691;491;367;1837
21001 Alájar;3868;1967;445;613;1141
2100101 Alájar distrito 01;3868;1967;445;613;1141
2100101001 Alájar sección 01001;3868;1967;445;613;1141
38003 Alajeró;7705;2239;400;581;1317
3800301 Alajeró distrito 01;7705;2239;400;581;1317
3800301001 Alajeró sección 01001;7705;2239;400;581;1317
29001 Alameda;4476;1820;804;657;903
2900101 Alameda distrito 01;4476;1820;804;657;903
2900101001 Alameda sección 01001;4720;1644;821;594;921
2900101002 Alameda sección 01002;4463;2193;694;686;1152
2900101003 Alameda sección 01003;3763;2049;846;740;543
2900101004 Alameda sección 01004;4812;1508;734;647;987
37005 Alameda de Gardón, La;;;;;
3700501 Alameda de Gardón, La distrito 01;;;;;
3700501001 Alameda de Gardón, La sección 01001;;;;;
45002 Alameda de la Sagra;5956;1807;317;379;1039
4500201 Alameda de la Sagra distrito 01;5956;1807;317;379;1039
4500201001 Alameda de la Sagra sección 01001;6229;2051;293;375;880
4500201002 Alameda de la Sagra sección 01002;5734;1610;336;383;1168
28003 Alameda del Valle;11356;4255;212;315;2557
2800301 Alameda del Valle distrito 01;11356;4255;212;315;2557
2800301001 Alameda del Valle sección 01001;11356;4255;212;315;2557
18002 Alamedilla;3607;3403;846;785;987
1800201 Alamedilla distrito 01;3607;3403;846;785;987
1800201001 Alamedilla sección 01001;3607;3403;846;785;987
37006 Alamedilla, La;4550;4556;129;892;921
3700601 Alamedilla, La distrito 01;4550;4556;129;892;921
3700601001 Alamedilla, La sección 01001;4550;4556;129;892;921
13003 Alamillo;4565;4237;341;783;1021
1300301 Alamillo distrito 01;4565;4237;341;783;1021
1300301001 Alamillo sección 01001;4565;4237;341;783;1021
19004 Alaminos;;;;;
1900401 Alaminos distrito 01;;;;;
1900401001 Alaminos sección 01001;;;;;
28004 Álamo, El;7725;1977;254;447;1208
2800401 Álamo, El distrito 01;7725;1977;254;447;1208
2800401001 Álamo, El sección 01001;7172;2031;280;425;1198
2800401002 Álamo, El sección 01002;7941;2153;257;436;1309
2800401003 Álamo, El sección 01003;7564;1648;247;498;1157
2800401004 Álamo, El sección 01004;8475;1958;211;435;1079
25004 Alamús, Els;8462;2878;165;633;2879
2500401 Alamús, Els distrito 01;8462;2878;165;633;2879
2500401001 Alamús, Els sección 01001;8462;2878;165;633;2879
06004 Alange;5042;2305;524;464;1140
0600401 Alange distrito 01;5042;2305;524;464;1140
0600401001 Alange sección 01001;4879;1931;634;456;543
0600401002 Alange sección 01002;5201;2673;417;472;1727
41002 Alanís;3937;2101;717;640;1174
4100201 Alanís distrito 01;3937;2101;717;640;1174
4100201001 Alanís sección 01001;3616;2344;740;633;1311
4100201002 Alanís sección 01002;4246;1866;695;646;1042
46005 Alaquàs;7403;2411;304;649;1113
4600501 Alaquàs distrito 01;6657;2833;314;678;1230
4600501001 Alaquàs sección 01001;7806;2930;276;536;1498
4600501002 Alaquàs sección 01002;9490;2715;253;558;2613
4600501003 Alaquàs sección 01003;5530;3061;286;702;796
4600501004 Alaquàs sección 01004;7071;2623;223;550;2305
4600501005 Alaquàs sección 01005;5726;3257;372;713;1660
4600501006 Alaquàs sección 01006;5792;2926;376;798;668
4600501007 Alaquàs sección 01007;5221;3495;321;887;532
4600501008 Alaquàs sección 01008;4147;3080;421;973;420
4600501010 Alaquàs sección 01010;7497;2161;328;601;662
4600502 Alaquàs distrito 02;8404;1946;290;604;1219
4600502001 Alaquàs sección 02001;8453;1428;378;612;637
4600502002 Alaquàs sección 02002;8112;2585;242;740;1006
4600502003 Alaquàs sección 02003;7402;1704;311;546;878
4600502004 Alaquàs sección 02004;9621;1020;259;490;954
4600502005 Alaquàs sección 02005;7506;2754;267;637;1829
4600502006 Alaquàs sección 02006;5683;3095;294;565;591
4600502007 Alaquàs sección 02007;10660;2073;269;681;3031
4600503 Alaquàs distrito 03;6848;2560;313;680;769
4600503001 Alaquàs sección 03001;7251;2629;355;677;775
4600503002 Alaquàs sección 03002;6517;2765;322;596;536
4600503003 Alaquàs sección 03003;6071;2730;301;569;822
4600503004 Alaquàs sección 03004;6072;3113;310;838;968
4600503005 Alaquàs sección 03005;7915;1856;296;665;712
34005 Alar del Rey;6661;4190;224;531;1699
3400501 Alar del Rey distrito 01;6661;4190;224;531;1699
3400501001 Alar del Rey sección 01001;6661;4190;224;531;1699
37007 Alaraz;4887;3522;148;647;2776
3700701 Alaraz distrito 01;4887;3522;148;647;2776
3700701001 Alaraz sección 01001;4887;3522;148;647;2776
50009 Alarba;2701;3429;71;168;3554
5000901 Alarba distrito 01;2701;3429;71;168;3554
5000901001 Alarba sección 01001;2701;3429;71;168;3554
16003 Alarcón;4797;3931;246;468;1099
1600301 Alarcón distrito 01;4797;3931;246;468;1099
1600301001 Alarcón sección 01001;4797;3931;246;468;1099
19005 Alarilla;5523;2696;338;466;2053
1900501 Alarilla distrito 01;5523;2696;338;466;2053
1900501001 Alarilla sección 01001;5523;2696;338;466;2053
07001 Alaró;10134;2400;220;459;3452
0700101 Alaró distrito 01;10409;2376;218;447;3551
0700101001 Alaró sección 01001;10163;2322;225;485;3355
0700101002 Alaró sección 01002;10768;2456;208;392;3835
0700102 Alaró distrito 02;8696;2521;230;522;2938
0700102001 Alaró sección 02001;8696;2521;230;522;2938
25005 Alàs i Cerc;6851;4752;78;629;2579
2500501 Alàs i Cerc distrito 01;6851;4752;78;629;2579
2500501001 Alàs i Cerc sección 01001;6851;4752;78;629;2579
02002 Alatoz;4835;3339;258;700;1133
0200201 Alatoz distrito 01;4835;3339;258;700;1133
0200201001 Alatoz sección 01001;4835;3339;258;700;1133
44007 Alba;5874;5126;155;369;1567
4400701 Alba distrito 01;5874;5126;155;369;1567
4400701001 Alba sección 01001;5874;5126;155;369;1567
34006 Alba de Cerrato;;;;;
3400601 Alba de Cerrato distrito 01;;;;;
3400601001 Alba de Cerrato sección 01001;;;;;
37008 Alba de Tormes;7046;2370;270;457;1510
3700801 Alba de Tormes distrito 01;7046;2370;270;457;1510
3700801001 Alba de Tormes sección 01001;8146;2750;219;488;1900
3700801002 Alba de Tormes sección 01002;6630;2528;297;418;1320
3700801003 Alba de Tormes sección 01003;6585;1981;286;465;1379
37009 Alba de Yeltes;5009;4258;236;278;2328
3700901 Alba de Yeltes distrito 01;5009;4258;236;278;2328
3700901001 Alba de Yeltes sección 01001;5009;4258;236;278;2328
02003 Albacete;9039;2610;275;534;1583
0200301 Albacete distrito 01;10099;3288;241;561;2176
0200301001 Albacete sección 01001;11768;4300;182;752;5427
0200301002 Albacete sección 01002;12662;3316;248;406;2804
0200301003 Albacete sección 01003;12014;4296;169;485;3891
0200301004 Albacete sección 01004;11455;4462;180;442;7908
0200301005 Albacete sección 01005;11099;3845;260;491;3432
0200301006 Albacete sección 01006;9861;1654;290;548;1365
0200301007 Albacete sección 01007;8952;6340;226;573;1883
0200301008 Albacete sección 01008;8610;4293;291;632;1469
0200301009 Albacete sección 01009;8897;5027;137;586;3455
0200301010 Albacete sección 01010;10961;669;323;628;809
0200301011 Albacete sección 01011;7905;1612;325;554;718
0200301012 Albacete sección 01012;10355;6662;192;628;1548
0200301013 Albacete sección 01013;6632;4990;273;718;874
0200301014 Albacete sección 01014;10527;2775;205;553;1447
0200301015 Albacete sección 01015;10284;2651;195;549;1806
0200301016 Albacete sección 01016;7696;7296;237;581;2039
0200301017 Albacete sección 01017;9885;1745;228;555;795
0200302 Albacete distrito 02;9012;1955;281;490;1120
0200302001 Albacete sección 02001;9491;3438;243;562;2162
0200302002 Albacete sección 02002;8450;3402;249;561;1743
0200302003 Albacete sección 02003;9514;3291;217;472;1952
0200302004 Albacete sección 02004;8341;2785;294;480;1227
0200302005 Albacete sección 02005;7142;2283;325;419;1121
0200302006 Albacete sección 02006;7034;2422;269;567;614
0200302007 Albacete sección 02007;7197;2011;299;576;770
0200302008 Albacete sección 02008;7450;1288;355;464;667
0200302009 Albacete sección 02009;12033;501;241;359;1292
0200302010 Albacete sección 02010;8779;3097;236;430;1548
0200302011 Albacete sección 02011;8027;2158;279;472;968
0200302012 Albacete sección 02012;9243;1908;282;411;694
0200302013 Albacete sección 02013;12170;2924;165;596;2843
0200302014 Albacete sección 02014;7930;2196;308;502;684
0200302015 Albacete sección 02015;7185;2025;275;523;854
0200302016 Albacete sección 02016;9862;2717;222;505;1170
0200302017 Albacete sección 02017;6930;2373;298;623;869
0200302018 Albacete sección 02018;11187;2206;233;457;1077
0200302019 Albacete sección 02019;6644;1491;407;397;488
0200302020 Albacete sección 02020;7118;848;359;546;501
0200302021 Albacete sección 02021;8832;1123;301;538;867
0200302022 Albacete sección 02022;10904;788;267;408;1655
0200302023 Albacete sección 02023;8852;1071;350;402;698
0200302024 Albacete sección 02024;12857;345;260;581;1116
0200303 Albacete distrito 03;7638;2545;299;498;1242
0200303001 Albacete sección 03001;8963;4346;245;413;3144
0200303002 Albacete sección 03002;9057;3614;240;618;1841
0200303003 Albacete sección 03003;7912;2838;273;458;1317
0200303004 Albacete sección 03004;7401;2769;292;471;1099
0200303005 Albacete sección 03005;6624;2655;299;555;836
0200303006 Albacete sección 03006;6994;1725;320;401;910
0200303007 Albacete sección 03007;7188;1735;346;485;763
0200303008 Albacete sección 03008;7122;1365;302;439;567
0200303009 Albacete sección 03009;6214;2268;329;564;645
0200303010 Albacete sección 03010;9678;3675;184;678;2599
0200303011 Albacete sección 03011;11414;6520;237;673;3899
0200303012 Albacete sección 03012;6853;1709;314;464;719
0200303013 Albacete sección 03013;7220;1215;394;458;706
0200303014 Albacete sección 03014;7101;1441;334;415;765
0200304 Albacete distrito 04;8081;2274;296;507;1002
0200304001 Albacete sección 04001;7951;3426;277;520;1323
0200304002 Albacete sección 04002;7260;2641;335;546;775
0200304003 Albacete sección 04003;7865;3800;223;537;904
0200304004 Albacete sección 04004;7109;3262;276;526;827
0200304005 Albacete sección 04005;7285;1884;264;500;882
0200304006 Albacete sección 04006;5389;2014;344;493;734
0200304007 Albacete sección 04007;11687;1072;215;415;1463
0200304008 Albacete sección 04008;7230;3178;271;617;861
0200304009 Albacete sección 04009;6130;3572;269;542;868
0200304010 Albacete sección 04010;8926;3298;205;677;1558
0200304011 Albacete sección 04011;8970;1237;340;469;1353
0200304012 Albacete sección 04012;7070;1320;361;506;729
0200304013 Albacete sección 04013;8957;1577;318;504;1165
0200304014 Albacete sección 04014;9865;1282;358;336;630
0200305 Albacete distrito 05;7743;3041;282;512;1343
0200305001 Albacete sección 05001;9942;4852;240;592;4289
0200305002 Albacete sección 05002;8520;4146;267;480;1483
0200305003 Albacete sección 05003;8921;4304;215;470;2085
0200305004 Albacete sección 05004;6126;2714;335;508;972
0200305005 Albacete sección 05005;6854;2801;295;441;864
0200305006 Albacete sección 05006;6559;2739;268;464;710
0200305007 Albacete sección 05007;7819;2126;329;575;791
0200305008 Albacete sección 05008;6146;2317;313;569;678
0200305009 Albacete sección 05009;7802;2045;277;512;892
0200305010 Albacete sección 05010;9847;4575;257;562;2577
0200305011 Albacete sección 05011;7605;3160;225;455;988
0200305012 Albacete sección 05012;;;;;
0200305013 Albacete sección 05013;7524;1458;334;543;579
0200306 Albacete distrito 06;11408;4473;194;613;3581
0200306001 Albacete sección 06001;12159;5094;117;605;7826
0200306002 Albacete sección 06002;11135;5004;177;658;4135
0200306003 Albacete sección 06003;10933;6607;91;624;5876
0200306004 Albacete sección 06004;8565;4628;226;704;2158
0200306005 Albacete sección 06005;9181;4168;297;576;4421
0200306006 Albacete sección 06006;8204;2998;232;558;1226
0200306007 Albacete sección 06007;12074;5002;150;597;2954
0200306008 Albacete sección 06008;13696;3147;232;431;4524
0200306009 Albacete sección 06009;10389;6336;186;598;5930
0200306010 Albacete sección 06010;11997;4734;229;736;2712
0200306011 Albacete sección 06011;12875;4660;220;791;2005
0200306012 Albacete sección 06012;12105;4813;150;621;2502
0200306013 Albacete sección 06013;11031;4490;180;622;1033
0200306014 Albacete sección 06014;14343;1700;238;473;3180
0200307 Albacete distrito 07;9451;1767;314;579;1132
0200307001 Albacete sección 07001;12715;1434;223;466;1468
0200307002 Albacete sección 07002;10023;2012;249;607;938
0200307003 Albacete sección 07003;8156;2005;375;488;1052
0200307004 Albacete sección 07004;10656;2748;284;542;1455
0200307005 Albacete sección 07005;8271;1910;387;594;788
0200307006 Albacete sección 07006;9583;1534;226;508;996
0200307007 Albacete sección 07007;1767;1281;599;915;69
0200307008 Albacete sección 07008;11481;1090;254;514;1061
0200307009 Albacete sección 07009;4096;1967;437;718;218
0200307010 Albacete sección 07010;7268;2334;290;641;728
0200307011 Albacete sección 07011;1767;629;577;839;62
0200307012 Albacete sección 07012;;;;;
0200307013 Albacete sección 07013;8899;4451;226;432;1289
0200307014 Albacete sección 07014;15356;2046;186;493;2136
0200307015 Albacete sección 07015;7238;1164;368;567;501
0200307016 Albacete sección 07016;10418;3819;238;721;2923
0200307017 Albacete sección 07017;15016;502;242;477;1938
0200308 Albacete distrito 08;7510;2362;273;553;1940
0200308001 Albacete sección 08001;8730;2810;286;733;2652
0200308002 Albacete sección 08002;5399;2462;235;512;1868
0200308003 Albacete sección 08003;6999;2529;272;445;1254
0200308006 Albacete sección 08006;8173;1820;289;483;1735
25006 Albagés, L';5840;2963;127;777;1561
2500601 Albagés, L' distrito 01;5840;2963;127;777;1561
2500601001 Albagés, L' sección 01001;5840;2963;127;777;1561
46006 Albaida;7113;2531;257;522;1926
4600601 Albaida distrito 01;7113;2531;257;522;1926
4600601001 Albaida sección 01001;5950;2361;300;596;780
4600601002 Albaida sección 01002;6456;3551;249;517;1800
4600601003 Albaida sección 01003;7633;3601;250;614;4467
4600601004 Albaida sección 01004;5749;2261;303;379;949
4600601005 Albaida sección 01005;8216;1689;233;525;1447
4600601006 Albaida sección 01006;6325;2995;197;455;1316
4600601007 Albaida sección 01007;8868;2001;255;602;3035
41003 Albaida del Aljarafe;5328;1439;482;558;777
4100301 Albaida del Aljarafe distrito 01;5328;1439;482;558;777
4100301001 Albaida del Aljarafe sección 01001;5553;1727;424;638;978
4100301002 Albaida del Aljarafe sección 01002;5130;1185;534;488;600
46007 Albal;8407;1739;328;528;1308
4600701 Albal distrito 01;7882;1709;336;516;985
4600701001 Albal sección 01001;7610;1587;353;508;768
4600701002 Albal sección 01002;7160;2003;369;596;980
4600701003 Albal sección 01003;7029;2137;294;477;1220
4600701004 Albal sección 01004;7456;2707;273;506;1678
4600701005 Albal sección 01005;8507;1169;379;448;629
4600701006 Albal sección 01006;8806;1541;324;481;1278
4600701007 Albal sección 01007;8563;1160;317;612;696
4600702 Albal distrito 02;8713;2025;303;593;1808
4600702001 Albal sección 02001;8346;2744;277;638;3386
4600702002 Albal sección 02002;8752;2429;303;710;1725
4600702003 Albal sección 02003;7906;1741;403;620;662
4600702004 Albal sección 02004;9641;1317;234;482;1191
4600702005 Albal sección 02005;8736;1971;343;522;1956
4600703 Albal distrito 03;10738;772;370;421;890
4600703001 Albal sección 03001;10738;772;370;421;890
4600704 Albal distrito 04;7716;1504;360;377;1423
4600704001 Albal sección 04001;7716;1504;360;377;1423
10007 Albalá;5390;4127;362;937;1842
1000701 Albalá distrito 01;5390;4127;362;937;1842
1000701001 Albalá sección 01001;5390;4127;362;937;1842
13004 Albaladejo;3670;3212;497;765;972
1300401 Albaladejo distrito 01;3670;3212;497;765;972
1300401001 Albaladejo sección 01001;3670;3212;497;765;972
1300401002 Albaladejo sección 01002;;;;;
16004 Albaladejo del Cuende;3695;5009;175;647;2831
1600401 Albaladejo del Cuende distrito 01;3695;5009;175;647;2831
