location_raw;Renta neta media por persona ;Renta neta media por hogar;Media de la renta por unidad de consumo;Mediana de la renta por unidad de consumo;Renta bruta media por persona;Renta bruta media por hogar
05080 Gallegos de Sobrinos;.;.;.;.;.;.
0508001 Gallegos de Sobrinos distrito 01;.;.;.;.;.;.
0508001001 Gallegos de Sobrinos sección 01001;.;.;.;.;.;.
37146 Gallegos de Solmirón;11.084;22.168;15.425;12.250;12.286;24.573
3714601 Gallegos de Solmirón distrito 01;11.084;22.168;15.425;12.250;12.286;24.573
3714601001 Gallegos de Solmirón sección 01001;11.084;22.168;15.425;12.250;12.286;24.573
49086 Gallegos del Pan;10.985;22.987;15.093;13.650;12.556;26.275
4908601 Gallegos del Pan distrito 01;10.985;22.987;15.093;13.650;12.556;26.275
4908601001 Gallegos del Pan sección 01001;10.985;22.987;15.093;13.650;12.556;26.275
49087 Gallegos del Río;9.332;17.782;12.749;10.850;10.183;19.404
4908701 Gallegos del Río distrito 01;9.332;17.782;12.749;10.850;10.183;19.404
4908701001 Gallegos del Río sección 01001;9.332;17.782;12.749;10.850;10.183;19.404
08087 Gallifa;18.478;43.032;27.374;23.450;23.990;55.866
0808701 Gallifa distrito 01;18.478;43.032;27.374;23.450;23.990;55.866
0808701001 Gallifa sección 01001;18.478;43.032;27.374;23.450;23.990;55.866
26067 Gallinero de Cameros;.;.;.;.;.;.
2606701 Gallinero de Cameros distrito 01;.;.;.;.;.;.
2606701001 Gallinero de Cameros sección 01001;.;.;.;.;.;.
31110 Gallipienzo/Galipentzu;.;.;;;;
3111001 Gallipienzo/Galipentzu distrito 01;.;.;;;;
3111001001 Gallipienzo/Galipentzu sección 01001;.;.;;;;
50117 Gallocanta;10.967;27.417;16.473;14.350;12.417;31.042
5011701 Gallocanta distrito 01;10.967;27.417;16.473;14.350;12.417;31.042
5011701001 Gallocanta sección 01001;10.967;27.417;16.473;14.350;12.417;31.042
31111 Gallués/Galoze;.;.;;;;
3111101 Gallués/Galoze distrito 01;.;.;;;;
3111101001 Gallués/Galoze sección 01001;.;.;;;;
50118 Gallur;11.348;27.232;16.619;15.750;13.295;31.904
5011801 Gallur distrito 01;11.480;28.701;17.064;16.450;13.501;33.752
5011801001 Gallur sección 01001;11.480;28.701;17.064;16.450;13.501;33.752
5011802 Gallur distrito 02;11.188;25.602;16.081;15.750;13.046;29.852
5011802001 Gallur sección 02001;11.188;25.602;16.081;15.750;13.046;29.852
44115 Galve;8.900;24.437;13.412;12.950;10.048;27.590
4411501 Galve distrito 01;8.900;24.437;13.412;12.950;10.048;27.590
4411501001 Galve sección 01001;8.900;24.437;13.412;12.950;10.048;27.590
19127 Galve de Sorbe;10.785;21.138;14.121;11.900;12.333;24.173
1912701 Galve de Sorbe distrito 01;.;.;.;.;.;.
1912701001 Galve de Sorbe sección 01001;.;.;.;.;.;.
45067 Gálvez;9.088;23.772;13.793;12.250;10.262;26.845
4506701 Gálvez distrito 01;8.976;23.602;13.785;12.250;10.151;26.693
4506701001 Gálvez sección 01001;8.976;23.602;13.785;12.250;10.151;26.693
4506702 Gálvez distrito 02;9.176;23.905;13.799;12.250;10.350;26.963
4506702001 Gálvez sección 02001;9.176;23.905;13.799;12.250;10.350;26.963
48038 Gamiz-Fika;17.159;49.169;26.467;25.550;21.037;60.283
4803801 Gamiz-Fika distrito 01;17.159;49.169;26.467;25.550;21.037;60.283
4803801001 Gamiz-Fika sección 01001;17.159;49.169;26.467;25.550;21.037;60.283
49088 Gamones;.;.;.;.;.;.
4908801 Gamones distrito 01;.;.;.;.;.;.
4908801001 Gamones sección 01001;.;.;.;.;.;.
43064 Gandesa;11.042;29.840;16.906;15.050;13.003;35.140
4306401 Gandesa distrito 01;11.457;30.951;17.527;15.050;13.655;36.888
4306401001 Gandesa sección 01001;11.457;30.951;17.527;15.050;13.655;36.888
4306402 Gandesa distrito 02;10.424;28.182;15.983;15.050;12.032;32.530
4306402001 Gandesa sección 02001;10.424;28.182;15.983;15.050;12.032;32.530
46131 Gandia;10.247;26.739;15.482;12.950;12.116;31.618
4613101 Gandia distrito 01;13.618;32.922;20.460;16.450;17.028;41.167
4613101001 Gandia sección 01001;12.711;29.516;18.715;15.750;15.223;35.347
4613101003 Gandia sección 01003;14.302;35.686;21.788;17.850;18.392;45.891
4613102 Gandia distrito 02;10.203;28.219;15.741;12.950;11.942;33.029
4613102001 Gandia sección 02001;11.829;31.022;17.977;15.750;14.111;37.008
4613102002 Gandia sección 02002;11.263;28.680;16.732;14.350;13.364;34.029
4613102003 Gandia sección 02003;8.899;25.036;13.812;11.550;10.299;28.973
4613102004 Gandia sección 02004;8.127;21.830;12.129;10.850;9.143;24.559
4613102005 Gandia sección 02005;8.447;23.468;12.749;11.550;9.394;26.101
4613102006 Gandia sección 02006;8.149;20.699;12.105;11.550;9.075;23.051
4613102007 Gandia sección 02007;8.972;25.010;13.654;12.250;10.273;28.637
4613102008 Gandia sección 02008;7.388;19.886;11.030;10.150;8.142;21.915
4613102009 Gandia sección 02009;8.962;25.250;13.852;12.950;10.265;28.922
4613102010 Gandia sección 02010;8.441;23.786;13.034;11.550;9.544;26.896
4613102011 Gandia sección 02011;9.682;27.977;15.475;15.050;11.290;32.624
4613102012 Gandia sección 02012;8.774;25.187;13.397;12.250;9.949;28.558
4613102013 Gandia sección 02013;8.161;23.714;12.695;11.550;9.167;26.638
4613102014 Gandia sección 02014;20.855;61.026;33.890;19.250;26.545;77.676
4613102015 Gandia sección 02015;8.839;25.603;13.359;12.950;10.017;29.017
4613102016 Gandia sección 02016;12.376;32.424;19.022;17.850;14.909;39.062
4613103 Gandia distrito 03;9.707;25.412;14.509;12.250;11.348;29.706
4613103001 Gandia sección 03001;14.814;36.474;21.627;17.150;18.276;44.997
4613103002 Gandia sección 03002;8.504;22.747;12.771;10.850;9.843;26.327
4613103003 Gandia sección 03003;10.286;25.849;15.271;13.650;12.071;30.333
4613103004 Gandia sección 03004;7.437;20.517;11.382;10.150;8.189;22.591
4613104 Gandia distrito 04;10.588;24.189;15.416;12.950;12.722;29.065
4613104001 Gandia sección 04001;9.047;25.356;13.868;12.250;10.359;29.035
4613104002 Gandia sección 04002;10.259;24.150;14.948;12.950;12.017;28.287
4613104003 Gandia sección 04003;11.189;21.914;15.087;12.950;13.422;26.286
4613104004 Gandia sección 04004;9.246;22.491;13.613;12.250;10.461;25.448
4613104005 Gandia sección 04005;13.755;26.542;20.299;15.750;18.677;36.039
4613104006 Gandia sección 04006;9.596;23.088;14.067;12.250;11.048;26.583
4613104007 Gandia sección 04007;11.400;28.304;17.143;15.050;13.625;33.828
4613105 Gandia distrito 05;9.831;25.955;14.691;12.250;11.581;30.573
4613105001 Gandia sección 05001;11.152;29.671;16.476;13.650;12.990;34.561
4613105002 Gandia sección 05002;6.058;16.547;9.134;8.050;6.577;17.966
4613105003 Gandia sección 05003;12.012;30.409;18.804;14.350;15.857;40.142
4613105004 Gandia sección 05004;8.196;22.040;12.165;11.550;9.217;24.786
4613105005 Gandia sección 05005;10.035;27.003;14.942;12.250;11.715;31.523
4613105006 Gandia sección 05006;12.158;29.568;18.327;16.450;15.109;36.745
4613105007 Gandia sección 05007;10.861;28.589;16.207;13.650;12.786;33.656
4613105008 Gandia sección 05008;7.999;21.498;11.563;9.450;8.957;24.071
4613105009 Gandia sección 05009;;;;;;
4613105010 Gandia sección 05010;11.247;29.933;16.693;14.350;13.211;35.158
4613106 Gandia distrito 06;10.090;27.350;15.497;13.650;11.922;32.315
4613106001 Gandia sección 06001;8.415;23.383;13.053;11.550;9.670;26.870
4613106002 Gandia sección 06002;10.615;28.921;16.254;14.350;12.599;34.326
4613106003 Gandia sección 06003;8.990;24.373;13.840;12.250;10.413;28.233
4613106004 Gandia sección 06004;11.566;30.556;17.240;15.050;13.923;36.780
4613106005 Gandia sección 06005;10.418;28.312;16.388;15.050;12.384;33.656
4613107 Gandia distrito 07;9.648;25.338;14.502;12.950;11.296;29.667
4613107001 Gandia sección 07001;9.198;24.094;13.618;12.950;10.621;27.823
4613107002 Gandia sección 07002;9.752;25.340;14.767;12.950;11.549;30.007
4613107003 Gandia sección 07003;10.007;26.766;15.131;13.650;11.699;31.291
16093 Garaballa;.;.;.;.;.;.
1609301 Garaballa distrito 01;.;.;.;.;.;.
1609301001 Garaballa sección 01001;.;.;.;.;.;.
38015 Garachico;9.193;26.381;14.203;12.250;10.437;29.949
3801501 Garachico distrito 01;10.312;29.799;15.929;13.650;11.847;34.234
3801501001 Garachico sección 01001;9.625;28.544;15.085;12.950;10.956;32.492
3801501002 Garachico sección 01002;11.933;32.517;17.895;15.050;13.948;38.007
3801502 Garachico distrito 02;8.296;23.675;12.815;11.550;9.306;26.557
3801502001 Garachico sección 02001;8.902;25.988;13.794;12.250;10.180;29.721
3801502002 Garachico sección 02002;7.693;21.471;11.833;10.850;8.435;23.542
38016 Garafía;7.231;16.891;10.942;9.450;8.019;18.732
3801601 Garafía distrito 01;7.231;16.891;10.942;9.450;8.019;18.732
3801601001 Garafía sección 01001;7.231;16.891;10.942;9.450;8.019;18.732
48039 Garai;19.776;59.877;31.164;26.250;25.090;75.967
4803901 Garai distrito 01;19.776;59.877;31.164;26.250;25.090;75.967
4803901001 Garai sección 01001;19.776;59.877;31.164;26.250;25.090;75.967
31112 Garaioa;.;.;;;;
3111201 Garaioa distrito 01;.;.;;;;
3111201001 Garaioa sección 01001;.;.;;;;
06056 Garbayuela;8.366;18.319;11.636;10.850;9.148;20.030
0605601 Garbayuela distrito 01;8.366;18.319;11.636;10.850;9.148;20.030
0605601001 Garbayuela sección 01001;8.366;18.319;11.636;10.850;9.148;20.030
43065 Garcia;11.016;26.846;16.463;15.750;12.799;31.190
4306501 Garcia distrito 01;11.016;26.846;16.463;15.750;12.799;31.190
4306501001 Garcia sección 01001;11.016;26.846;16.463;15.750;12.799;31.190
10077 Garciaz;8.590;17.327;11.961;10.850;9.332;18.824
1007701 Garciaz distrito 01;8.590;17.327;11.961;10.850;9.332;18.824
1007701001 Garciaz sección 01001;8.590;17.327;11.961;10.850;9.332;18.824
37147 Garcibuey;10.111;20.912;14.023;12.950;11.269;23.306
3714701 Garcibuey distrito 01;10.111;20.912;14.023;12.950;11.269;23.306
3714701001 Garcibuey sección 01001;10.111;20.912;14.023;12.950;11.269;23.306
37148 Garcihernández;9.146;22.639;13.458;12.250;10.190;25.222
3714801 Garcihernández distrito 01;9.146;22.639;13.458;12.250;10.190;25.222
3714801001 Garcihernández sección 01001;9.146;22.639;13.458;12.250;10.190;25.222
40094 Garcillán;12.202;28.470;17.878;16.450;14.374;33.540
4009401 Garcillán distrito 01;12.202;28.470;17.878;16.450;14.374;33.540
4009401001 Garcillán sección 01001;12.202;28.470;17.878;16.450;14.374;33.540
45068 Garciotum;10.361;23.285;14.703;14.700;11.696;26.284
4506801 Garciotum distrito 01;10.361;23.285;14.703;14.700;11.696;26.284
4506801001 Garciotum sección 01001;10.361;23.285;14.703;14.700;11.696;26.284
37149 Garcirrey;.;.;.;.;.;.
3714901 Garcirrey distrito 01;.;.;.;.;.;.
3714901001 Garcirrey sección 01001;.;.;.;.;.;.
31113 Garde;.;.;;;;
3111301 Garde distrito 01;.;.;;;;
3111301001 Garde sección 01001;.;.;;;;
44116 Gargallo;.;.;.;.;.;.
4411601 Gargallo distrito 01;.;.;.;.;.;.
4411601001 Gargallo sección 01001;.;.;.;.;.;.
28062 Garganta de los Montes;13.699;28.809;19.030;15.050;16.338;34.359
2806201 Garganta de los Montes distrito 01;13.699;28.809;19.030;15.050;16.338;34.359
2806201001 Garganta de los Montes sección 01001;13.699;28.809;19.030;15.050;16.338;34.359
05081 Garganta del Villar;.;.;.;.;.;.
0508101 Garganta del Villar distrito 01;.;.;.;.;.;.
0508101001 Garganta del Villar sección 01001;.;.;.;.;.;.
10079 Garganta la Olla;8.285;16.729;11.451;10.150;9.078;18.329
1007901 Garganta la Olla distrito 01;8.285;16.729;11.451;10.150;9.078;18.329
1007901001 Garganta la Olla sección 01001;8.285;16.729;11.451;10.150;9.078;18.329
10078 Garganta, La;9.838;18.969;13.405;12.950;10.768;20.763
1007801 Garganta, La distrito 01;9.838;18.969;13.405;12.950;10.768;20.763
1007801001 Garganta, La sección 01001;9.838;18.969;13.405;12.950;10.768;20.763
10080 Gargantilla;7.758;15.968;10.488;8.750;8.231;16.940
1008001 Gargantilla distrito 01;7.758;15.968;10.488;8.750;8.231;16.940
1008001001 Gargantilla sección 01001;7.758;15.968;10.488;8.750;8.231;16.940
28063 Gargantilla del Lozoya y Pinilla de Buitrago;14.116;28.231;18.934;14.350;17.067;34.134
2806301 Gargantilla del Lozoya y Pinilla de Buitrago distrito 01;14.116;28.231;18.934;14.350;17.067;34.134
2806301001 Gargantilla del Lozoya y Pinilla de Buitrago sección 01001;14.116;28.231;18.934;14.350;17.067;34.134
10081 Gargüera;10.964;17.779;13.956;12.950;12.056;19.551
1008101 Gargüera distrito 01;10.964;17.779;13.956;12.950;12.056;19.551
1008101001 Gargüera sección 01001;10.964;17.779;13.956;12.950;12.056;19.551
43066 Garidells, Els;13.248;33.209;19.751;19.950;16.882;42.318
4306601 Garidells, Els distrito 01;13.248;33.209;19.751;19.950;16.882;42.318
4306601001 Garidells, Els sección 01001;13.248;33.209;19.751;19.950;16.882;42.318
31114 Garínoain;.;.;;;;
3111401 Garínoain distrito 01;.;.;;;;
3111401001 Garínoain sección 01001;.;.;;;;
06057 Garlitos;8.437;19.122;11.971;10.850;8.996;20.388
0605701 Garlitos distrito 01;8.437;19.122;11.971;10.850;8.996;20.388
0605701001 Garlitos sección 01001;8.437;19.122;11.971;10.850;8.996;20.388
24076 Garrafe de Torío;13.785;30.456;19.853;17.850;16.210;35.814
2407601 Garrafe de Torío distrito 01;13.785;30.456;19.853;17.850;16.210;35.814
2407601001 Garrafe de Torío sección 01001;13.785;30.456;19.853;17.850;16.210;35.814
31115 Garralda;.;.;;;;
3111501 Garralda distrito 01;.;.;;;;
3111501001 Garralda sección 01001;.;.;;;;
42094 Garray;15.639;36.859;22.990;20.650;18.860;44.451
4209401 Garray distrito 01;15.639;36.859;22.990;20.650;18.860;44.451
4209401001 Garray sección 01001;15.639;36.859;22.990;20.650;18.860;44.451
08088 Garriga, La;14.682;39.826;22.713;19.950;18.400;49.910
0808801 Garriga, La distrito 01;13.989;37.479;21.352;19.250;17.146;45.939
0808801001 Garriga, La sección 01001;14.596;37.587;21.983;19.950;17.908;46.117
0808801002 Garriga, La sección 01002;13.357;37.253;20.795;18.550;16.314;45.501
0808801003 Garriga, La sección 01003;13.531;37.768;20.842;19.250;16.436;45.875
0808801004 Garriga, La sección 01004;14.247;37.404;21.515;18.550;17.616;46.250
0808802 Garriga, La distrito 02;15.227;41.711;23.786;19.950;19.385;53.100
0808802001 Garriga, La sección 02001;20.956;63.120;33.418;29.050;27.699;83.430
0808802002 Garriga, La sección 02002;14.100;36.745;21.386;18.550;17.222;44.880
0808802003 Garriga, La sección 02003;14.106;38.223;21.494;19.250;17.279;46.822
0808802004 Garriga, La sección 02004;16.687;50.004;26.157;22.050;21.341;63.951
0808802005 Garriga, La sección 02005;14.583;40.536;24.059;19.950;20.005;55.607
0808802006 Garriga, La sección 02006;14.315;36.368;21.726;19.600;17.361;44.105
17075 Garrigàs;14.690;41.172;22.460;20.650;17.954;50.317
1707501 Garrigàs distrito 01;14.690;41.172;22.460;20.650;17.954;50.317
1707501001 Garrigàs sección 01001;14.690;41.172;22.460;20.650;17.954;50.317
17076 Garrigoles;13.851;33.029;19.571;18.550;16.879;40.249
1707601 Garrigoles distrito 01;13.851;33.029;19.571;18.550;16.879;40.249
1707601001 Garrigoles sección 01001;13.851;33.029;19.571;18.550;16.879;40.249
17077 Garriguella;12.255;33.933;18.460;16.450;14.843;41.100
1707701 Garriguella distrito 01;12.255;33.933;18.460;16.450;14.843;41.100
1707701001 Garriguella sección 01001;12.255;33.933;18.460;16.450;14.843;41.100
41043 Garrobo, El;8.229;19.705;11.930;10.850;9.180;21.980
4104301 Garrobo, El distrito 01;8.229;19.705;11.930;10.850;9.180;21.980
4104301001 Garrobo, El sección 01001;8.229;19.705;11.930;10.850;9.180;21.980
06058 Garrovilla, La;8.263;20.889;12.372;10.850;9.172;23.186
0605801 Garrovilla, La distrito 01;8.263;20.889;12.372;10.850;9.172;23.186
0605801001 Garrovilla, La sección 01001;8.665;22.473;13.179;11.550;9.728;25.229
0605801002 Garrovilla, La sección 01002;7.992;19.867;11.837;10.850;8.797;21.868
10082 Garrovillas de Alconétar;8.445;18.678;11.989;10.150;9.193;20.332
1008201 Garrovillas de Alconétar distrito 01;8.220;18.397;11.734;10.150;9.034;20.219
1008201001 Garrovillas de Alconétar sección 01001;8.220;18.397;11.734;10.150;9.034;20.219
1008202 Garrovillas de Alconétar distrito 02;8.656;18.936;12.228;10.850;9.342;20.436
1008202001 Garrovillas de Alconétar sección 02001;8.656;18.936;12.228;10.850;9.342;20.436
04049 Garrucha;8.263;22.353;12.725;10.850;9.497;25.691
0404901 Garrucha distrito 01;8.544;23.196;13.193;11.550;9.826;26.676
0404901001 Garrucha sección 01001;7.877;22.003;12.348;10.850;8.899;24.860
0404901002 Garrucha sección 01002;8.980;23.941;13.742;11.550;10.431;27.809
0404902 Garrucha distrito 02;8.025;21.643;12.328;10.850;9.218;24.861
0404902001 Garrucha sección 02001;7.879;20.812;12.022;10.850;8.980;23.719
0404902002 Garrucha sección 02002;8.174;22.528;12.641;10.850;9.462;26.077
10083 Garvín;8.618;17.969;11.964;11.550;9.313;19.418
1008301 Garvín distrito 01;.;.;.;.;.;.
1008301001 Garvín sección 01001;.;.;.;.;.;.
28064 Gascones;11.793;28.662;17.456;15.050;13.661;33.202
2806401 Gascones distrito 01;11.793;28.662;17.456;15.050;13.661;33.202
2806401001 Gascones sección 01001;11.793;28.662;17.456;15.050;13.661;33.202
16094 Gascueña;8.859;18.326;12.236;10.150;10.005;20.694
1609401 Gascueña distrito 01;8.859;18.326;12.236;10.150;10.005;20.694
1609401001 Gascueña sección 01001;8.859;18.326;12.236;10.150;10.005;20.694
19129 Gascueña de Bornova;.;.;.;.;.;.
1912901 Gascueña de Bornova distrito 01;.;.;.;.;.;.
1912901001 Gascueña de Bornova sección 01001;.;.;.;.;.;.
11018 Gastor, El;8.514;19.287;12.279;11.550;9.458;21.426
1101801 Gastor, El distrito 01;8.514;19.287;12.279;11.550;9.458;21.426
1101801001 Gastor, El sección 01001;8.514;19.287;12.279;11.550;9.458;21.426
10084 Gata;8.593;17.416;11.775;10.850;9.333;18.915
1008401 Gata distrito 01;8.652;16.124;11.521;10.850;9.406;17.530
1008401001 Gata sección 01001;8.652;16.124;11.521;10.850;9.406;17.530
1008402 Gata distrito 02;8.506;19.823;12.153;11.550;9.223;21.495
1008402001 Gata sección 02001;8.506;19.823;12.153;11.550;9.223;21.495
03071 Gata de Gorgos;9.220;24.898;14.189;12.250;10.861;29.328
0307101 Gata de Gorgos distrito 01;9.149;25.337;13.969;11.550;10.740;29.742
0307101001 Gata de Gorgos sección 01001;8.609;24.063;13.322;11.550;10.143;28.351
0307101002 Gata de Gorgos sección 01002;9.698;27.287;14.774;12.950;11.545;32.486
0307101003 Gata de Gorgos sección 01003;9.317;25.064;14.015;12.250;10.715;28.822
0307102 Gata de Gorgos distrito 02;9.299;24.435;14.438;12.250;10.995;28.892
0307102001 Gata de Gorgos sección 02001;9.309;26.220;14.151;12.950;10.803;30.427
0307102002 Gata de Gorgos sección 02002;9.291;23.183;14.676;12.250;11.147;27.814
48040 Gatika;16.410;46.066;25.400;22.750;19.903;55.871
4804001 Gatika distrito 01;16.410;46.066;25.400;22.750;19.903;55.871
4804001001 Gatika sección 01001;16.410;46.066;25.400;22.750;19.903;55.871
47070 Gatón de Campos;.;.;.;.;.;.
4707001 Gatón de Campos distrito 01;.;.;.;.;.;.
4707001001 Gatón de Campos sección 01001;.;.;.;.;.;.
12066 Gatova;;;;;;
46902 Gátova;9.918;17.749;13.214;12.250;10.998;19.680
4690201 Gátova distrito 01;9.918;17.749;13.214;12.250;10.998;19.680
4690201001 Gátova sección 01001;9.918;17.749;13.214;12.250;10.998;19.680
29056 Gaucín;7.725;18.631;11.709;10.150;8.724;21.040
2905601 Gaucín distrito 01;7.725;18.631;11.709;10.150;8.724;21.040
2905601001 Gaucín sección 01001;7.725;18.631;11.709;10.150;8.724;21.040
48041 Gautegiz Arteaga;17.112;41.880;25.070;23.450;20.641;50.515
4804101 Gautegiz Arteaga distrito 01;17.112;41.880;25.070;23.450;20.641;50.515
4804101001 Gautegiz Arteaga sección 01001;17.112;41.880;25.070;23.450;20.641;50.515
08089 Gavà;14.038;37.999;21.651;18.550;17.438;47.205
0808901 Gavà distrito 01;16.839;44.376;26.411;20.650;22.018;58.027
0808901001 Gavà sección 01001;12.850;35.609;20.015;18.550;15.644;43.351
0808901002 Gavà sección 01002;15.219;38.731;22.963;20.650;18.745;47.704
0808901003 Gavà sección 01003;13.775;34.917;20.524;18.550;16.623;42.135
0808901004 Gavà sección 01004;13.462;34.515;20.447;18.550;16.163;41.440
0808901005 Gavà sección 01005;11.887;31.738;18.197;16.450;14.032;37.465
0808901006 Gavà sección 01006;13.010;36.780;20.248;17.850;15.889;44.918
0808901007 Gavà sección 01007;18.459;44.670;28.431;24.150;24.173;58.499
