location_raw;Edad media de la población;Porcentaje de población menor de 18 años;Porcentaje de población de 65 y más años;Tamaño medio del hogar;Porcentaje de hogares unipersonales;Población
1621301 Torrubia del Castillo distrito 01;.;.;.;.;.;.
1621301001 Torrubia del Castillo sección 01001;.;.;.;.;.;.
17200 Tortellà;44,3;17,7;21,7;2,48;27,3;797
1720001 Tortellà distrito 01;44,3;17,7;21,7;2,48;27,3;797
1720001001 Tortellà sección 01001;44,3;17,7;21,7;2,48;27,3;797
19286 Tórtola de Henares;37,6;21,8;11,5;2,35;34,8;1.045
1928601 Tórtola de Henares distrito 01;37,6;21,8;11,5;2,35;34,8;1.045
1928601001 Tórtola de Henares sección 01001;37,6;21,8;11,5;2,35;34,8;1.045
05246 Tórtoles;.;.;.;.;.;.
0524601 Tórtoles distrito 01;.;.;.;.;.;.
0524601001 Tórtoles sección 01001;.;.;.;.;.;.
09391 Tórtoles de Esgueva;53,2;8,4;33,6;2,36;36,1;450
0939101 Tórtoles de Esgueva distrito 01;53,2;8,4;33,6;2,36;36,1;450
0939101001 Tórtoles de Esgueva sección 01001;53,2;8,4;33,6;2,36;36,1;450
43155 Tortosa;42,7;18,5;20;2,63;27,3;32.750
4315501 Tortosa distrito 01;43;18,1;20,5;2,54;29,9;10.001
4315501001 Tortosa sección 01001;41,5;16,5;17,2;2,33;37,3;1.345
4315501002 Tortosa sección 01002;43,8;15,4;20,8;2,81;19,4;697
4315501003 Tortosa sección 01003;47,7;14,2;29;2,42;32;1.136
4315501004 Tortosa sección 01004;44,3;17,5;23,3;2,51;28,4;1.866
4315501005 Tortosa sección 01005;38;22,7;12,8;2,63;36,4;1.176
4315501006 Tortosa sección 01006;44,3;17,3;23,5;2,52;30,5;1.017
4315501007 Tortosa sección 01007;42,5;19,9;18,9;2,63;25,6;2.764
4315502 Tortosa distrito 02;43,4;18,4;20,4;2,66;25,9;5.598
4315502002 Tortosa sección 02002;45;16,7;22,3;2,7;23,8;1.870
4315502003 Tortosa sección 02003;39,6;21,9;15,1;2,62;27,4;1.658
4315502004 Tortosa sección 02004;46,3;16;24,3;2,64;27,3;832
4315502005 Tortosa sección 02005;44;17,6;22,1;2,68;26,2;1.238
4315503 Tortosa distrito 03;43,1;17,6;20,3;2,54;30,2;5.291
4315503001 Tortosa sección 03001;39,3;20,2;14,8;2,58;31,7;2.413
4315503002 Tortosa sección 03002;48,3;14,2;28,9;2,47;27,7;1.126
4315503003 Tortosa sección 03003;;;;;;
4315503004 Tortosa sección 03004;44,9;16,3;22,3;2,52;29,8;1.752
4315504 Tortosa distrito 04;41,9;19,4;19,2;2,74;24,2;11.860
4315504001 Tortosa sección 04001;41,5;19,5;18,2;2,65;25,8;1.542
4315504002 Tortosa sección 04002;44,9;16,1;25;2,61;30,1;1.318
4315504003 Tortosa sección 04003;39,5;21,8;16,5;2,82;25,7;1.926
4315504004 Tortosa sección 04004;43,6;18,6;22,3;2,79;27;735
4315504005 Tortosa sección 04005;44;17,2;21,6;2,74;20;1.480
4315504006 Tortosa sección 04006;43,2;17,7;20,1;2,72;24,2;1.344
4315504007 Tortosa sección 04007;45,4;16,5;25,1;2,68;24,9;1.023
4315504008 Tortosa sección 04008;42,6;16;15,3;2,95;15,1;763
4315504009 Tortosa sección 04009;36,8;25,6;12,6;2,83;22,1;1.729
19287 Tortuera;48,1;17,1;29,5;2,47;33,3;193
1928701 Tortuera distrito 01;48,1;17,1;29,5;2,47;33,3;193
1928701001 Tortuera sección 01001;48,1;17,1;29,5;2,47;33,3;193
19288 Tortuero;.;.;.;.;.;.
1928801 Tortuero distrito 01;.;.;.;.;.;.
1928801001 Tortuero sección 01001;.;.;.;.;.;.
18179 Torvizcón;48,7;13;28,4;1,94;46,6;647
1817901 Torvizcón distrito 01;48,7;13;28,4;1,94;46,6;647
1817901001 Torvizcón sección 01001;48,7;13;28,4;1,94;46,6;647
09392 Tosantos;.;.;.;.;.;.
0939201 Tosantos distrito 01;.;.;.;.;.;.
0939201001 Tosantos sección 01001;.;.;.;.;.;.
17201 Toses;43,3;14,6;21,1;2,48;39,1;171
1720101 Toses distrito 01;43,3;14,6;21,1;2,48;39,1;171
1720101001 Toses sección 01001;43,3;14,6;21,1;2,48;39,1;171
50264 Tosos;54,4;4,7;33,5;2,01;44,2;191
5026401 Tosos distrito 01;54,4;4,7;33,5;2,01;44,2;191
5026401001 Tosos sección 01001;54,4;4,7;33,5;2,01;44,2;191
17202 Tossa de Mar;43,5;16,2;19,3;2,36;35,7;5.660
1720201 Tossa de Mar distrito 01;43,5;16,2;19,3;2,36;35,7;5.660
1720201001 Tossa de Mar sección 01001;44,1;16,1;19,5;2,22;40,6;1.400
1720201002 Tossa de Mar sección 01002;44,1;14,2;18,3;2,3;39,1;1.724
1720201003 Tossa de Mar sección 01003;42,7;17,5;19,9;2,48;30,1;2.536
29092 Totalán;41,3;17,9;14,5;2,5;31,5;745
2909201 Totalán distrito 01;41,3;17,9;14,5;2,5;31,5;745
2909201001 Totalán sección 01001;41,3;17,9;14,5;2,5;31,5;745
30039 Totana;38,7;21,6;14;2,95;22,4;31.114
3003901 Totana distrito 01;38,7;21,6;14;2,95;22,4;31.114
3003901001 Totana sección 01001;41,5;20,4;19;2,89;27,8;915
3003901002 Totana sección 01002;40,3;20,5;16,7;2,87;22;989
3003901003 Totana sección 01003;40,3;20,2;17,3;2,97;23,7;1.216
3003901004 Totana sección 01004;35,6;25;9,8;3,01;22,7;1.378
3003901005 Totana sección 01005;38,5;21,2;14,4;3,07;19,3;1.193
3003901006 Totana sección 01006;40,3;19,5;15,8;2,68;27,2;1.054
3003901007 Totana sección 01007;39,8;21;15,3;2,75;28,1;1.256
3003901008 Totana sección 01008;39,8;20,5;16,3;2,96;23,8;1.193
3003901009 Totana sección 01009;41;19;19,3;3,04;18,9;1.174
3003901010 Totana sección 01010;41;19,9;14;2,64;28,2;1.595
3003901011 Totana sección 01011;43,5;16,6;23;2,81;25,2;1.004
3003901012 Totana sección 01012;33,9;27,6;7;3,01;22,6;1.174
3003901013 Totana sección 01013;35,3;26,5;6;3,3;11,9;1.082
3003901014 Totana sección 01014;36,2;22,9;9,1;3,03;19,8;1.486
3003901015 Totana sección 01015;35,1;25,9;11,1;3,03;16,8;1.642
3003901016 Totana sección 01016;41;19;17,2;2,79;25,8;929
3003901017 Totana sección 01017;41,3;19,4;18,4;2,92;20,5;825
3003901018 Totana sección 01018;38,9;19,9;13,3;3,12;20,8;1.244
3003901019 Totana sección 01019;40;21,6;15,9;2,97;26,3;881
3003901020 Totana sección 01020;40,8;19,2;17,8;2,78;28;714
3003901021 Totana sección 01021;41,2;16,5;15,9;2,99;24,4;943
3003901022 Totana sección 01022;38,2;22,8;13,2;3;22,5;1.518
3003901023 Totana sección 01023;41,1;20,5;19,6;2,81;22,9;884
3003901024 Totana sección 01024;36,5;25,2;11,9;3,09;18,1;1.194
3003901025 Totana sección 01025;41,5;17,5;16,8;2,92;20,9;1.033
3003901026 Totana sección 01026;36,2;23,3;9,6;3,17;17,8;1.465
3003901027 Totana sección 01027;35;24,5;7;2,91;20,3;1.133
45174 Totanés;47,3;14;26,8;2,39;34,7;358
4517401 Totanés distrito 01;47,3;14;26,8;2,39;34,7;358
4517401001 Totanés sección 01001;47,3;14;26,8;2,39;34,7;358
15085 Touro;52;9,5;32,9;2,66;27,2;3.565
1508501 Touro distrito 01;49,9;11,4;30;2,68;26,8;1.467
1508501001 Touro sección 01001;48,7;13,1;28,7;2,61;28,3;914
1508501002 Touro sección 01002;51,9;8,5;32,2;2,79;24,2;553
1508502 Touro distrito 02;54,5;6,7;36,1;2,54;30,1;1.073
1508502001 Touro sección 02001;54,5;6,7;36,1;2,54;30,1;1.073
1508503 Touro distrito 03;52,2;9,6;33,9;2,77;24,6;1.025
1508503001 Touro sección 03001;52,2;9,6;33,9;2,77;24,6;1.025
46246 Tous;44,8;15,8;22,6;2,53;25,2;1.263
4624601 Tous distrito 01;44,8;15,8;22,6;2,53;25,2;1.263
4624601001 Tous sección 01001;44,8;15,8;22,6;2,53;25,2;1.263
27061 Trabada;54,7;8;36,9;2,52;31,8;1.118
2706101 Trabada distrito 01;54,7;8;36,9;2,52;31,8;1.118
2706101001 Trabada sección 01001;54,7;8;36,9;2,52;31,8;1.118
24171 Trabadelo;56,5;3,5;40,9;2,09;43;360
2417101 Trabadelo distrito 01;56,8;3,5;41,1;2,09;43;360
2417101001 Trabadelo sección 01001;57;3,5;41,1;2,09;43;360
37328 Trabanca;56,5;7,6;40,9;1,8;47,6;184
3732801 Trabanca distrito 01;56,8;7,6;41,6;1,8;48,2;184
3732801001 Trabanca sección 01001;57;7,6;43,2;1,8;50,7;184
49223 Trabazos;56,5;5,3;40,9;2,23;39,8;845
4922301 Trabazos distrito 01;56,8;5,3;41,6;2,23;39,8;845
4922301001 Trabazos sección 01001;56,9;5,3;43,2;2,23;39,8;845
16215 Tragacete;53,6;6,4;33,2;1,98;47,6;250
1621501 Tragacete distrito 01;53,6;6,4;33,2;1,98;48,2;250
1621501001 Tragacete sección 01001;53,6;6,4;33,2;1,98;48,4;250
19289 Traíd;.;.;.;.;.;.
1928901 Traíd distrito 01;.;.;.;.;.;.
1928901001 Traíd sección 01001;.;.;.;.;.;.
12121 Traiguera;49,7;14,7;31,2;2,36;28,1;1.378
1212101 Traiguera distrito 01;49,7;14,7;31,2;2,36;28,1;1.378
1212101001 Traiguera sección 01001;49,7;14,7;31,2;2,36;28,1;1.378
44234 Tramacastiel;.;.;.;.;.;.
4423401 Tramacastiel distrito 01;.;.;.;.;.;.
4423401001 Tramacastiel sección 01001;.;.;.;.;.;.
44235 Tramacastilla;55,3;7,8;37,9;2,15;37,5;128
4423501 Tramacastilla distrito 01;55,3;7,8;37,9;2,15;37,5;128
4423501001 Tramacastilla sección 01001;55,3;7,8;37,9;2,15;37,5;128
22239 Tramaced;53,5;7,6;37,7;2,47;44,2;128
2223901 Tramaced distrito 01;53,5;7,6;37,7;2,47;44,2;128
2223901001 Tramaced sección 01001;53,5;7,6;37,7;2,47;44,2;128
06134 Trasierra;44,6;14;22,5;2,42;30,4;622
0613401 Trasierra distrito 01;44,6;14;22,5;2,42;30,4;622
0613401001 Trasierra sección 01001;44,6;14;22,5;2,42;30,4;622
32082 Trasmiras;56,5;6,1;40,9;2,22;32,6;1.286
3208201 Trasmiras distrito 01;56,8;6,1;41,6;2,22;32,6;1.286
3208201001 Trasmiras sección 01001;57;6,1;43,2;2,22;32,6;1.286
50265 Trasmoz;.;.;.;.;.;.
5026501 Trasmoz distrito 01;.;.;.;.;.;.
5026501001 Trasmoz sección 01001;.;.;.;.;.;.
50266 Trasobares;56,5;3,5;40,9;1,77;47,6;128
5026601 Trasobares distrito 01;56,8;3,5;41,6;1,77;48,2;128
5026601001 Trasobares sección 01001;57;3,5;43,2;1,74;50,7;128
47173 Traspinedo;46,4;13,6;23,1;2,11;42,6;1.092
4717301 Traspinedo distrito 01;46,4;13,6;23,1;2,11;42,6;1.092
4717301001 Traspinedo sección 01001;46,4;13,6;23,1;2,11;42,6;1.092
15086 Trazo;51,7;10,2;33,6;2,9;21,9;3.105
1508601 Trazo distrito 01;51,7;10,2;33,6;2,9;21,9;3.105
1508601001 Trazo sección 01001;53,5;9,1;36,8;2,73;26,5;680
1508601002 Trazo sección 01002;48,3;13;26,7;2,93;20,5;1.100
1508601004 Trazo sección 01004;53,6;9,2;37,3;3,07;19;630
1508601005 Trazo sección 01005;53,7;7,8;38;2,87;21,9;695
11037 Trebujena;41,8;18,5;17,7;2,66;23,2;7.021
1103701 Trebujena distrito 01;41,8;18,5;17,7;2,66;23,2;7.021
1103701001 Trebujena sección 01001;42,8;19,1;21;2,59;24,6;1.924
1103701002 Trebujena sección 01002;40,1;19,4;14;2,78;20,7;2.346
1103701003 Trebujena sección 01003;45,7;15,9;25,4;2,34;32,2;690
1103701004 Trebujena sección 01004;41,6;17,8;16,4;2,71;21,1;2.061
49224 Trefacio;51;9,9;27,7;1,82;47,6;202
4922401 Trefacio distrito 01;51;9,9;27,7;1,82;48,2;202
4922401001 Trefacio sección 01001;51;9,9;27,7;1,82;50,7;202
37329 Tremedal de Tormes;.;.;.;.;.;.
3732901 Tremedal de Tormes distrito 01;.;.;.;.;.;.
3732901001 Tremedal de Tormes sección 01001;.;.;.;.;.;.
25234 Tremp;45;16,9;22,7;2,33;36,3;5.750
2523401 Tremp distrito 01;47;13;25,4;2,26;38;1.939
2523401001 Tremp sección 01001;46,8;12,6;25,5;2,29;36,9;913
2523401002 Tremp sección 01002;47,2;13,4;25,2;2,23;38,8;1.026
2523402 Tremp distrito 02;43,2;19,9;20,9;2,41;33,9;3.250
2523402001 Tremp sección 02001;42,9;21,1;21;2,42;34,8;1.627
2523402002 Tremp sección 02002;43,4;18,6;20,9;2,41;33,1;1.623
2523403 Tremp distrito 03;48,6;13,4;23,7;2,18;43,2;561
2523403001 Tremp sección 03001;48,6;13,4;23,7;2,18;43,2;561
28903 Tres Cantos;39,1;20,4;12,3;2,84;21,9;47.167
2890301 Tres Cantos distrito 01;39,1;20,4;12,3;2,84;21,9;47.167
2890301001 Tres Cantos sección 01001;40,7;19,6;16,9;2,66;28,8;2.248
2890301002 Tres Cantos sección 01002;44,4;15,4;20,8;2,57;29,4;1.670
2890301003 Tres Cantos sección 01003;46,7;13;26,2;2,5;29,7;1.744
2890301004 Tres Cantos sección 01004;38,1;21,1;10,1;2,85;23,4;1.581
2890301005 Tres Cantos sección 01005;44,5;16;23,4;2,57;31,7;1.689
2890301006 Tres Cantos sección 01006;43,4;16,2;19,5;2,7;24,6;2.242
2890301007 Tres Cantos sección 01007;39,1;16,9;8;2,76;27,4;2.156
2890301008 Tres Cantos sección 01008;41,2;15,6;14,8;2,92;20,2;2.126
2890301009 Tres Cantos sección 01009;43,1;14,6;15,6;3,25;8,8;1.586
2890301010 Tres Cantos sección 01010;40,1;18,8;11;2,97;17,5;1.867
2890301011 Tres Cantos sección 01011;43,8;13,5;17,8;3,07;11,1;1.046
2890301012 Tres Cantos sección 01012;40,6;16,6;10,8;3,44;7,1;1.043
2890301013 Tres Cantos sección 01013;41,2;18,6;16,1;3,44;8,1;1.912
2890301014 Tres Cantos sección 01014;42,7;17,4;18,9;2,79;23,8;1.674
2890301015 Tres Cantos sección 01015;42;16,3;13,4;2,54;30,6;1.540
2890301016 Tres Cantos sección 01016;38,2;22,6;8,8;3;16,9;1.935
2890301017 Tres Cantos sección 01017;38,2;21,6;7,8;2,64;25,2;2.682
2890301018 Tres Cantos sección 01018;43,2;12,8;13,8;2,97;17,4;1.249
2890301019 Tres Cantos sección 01019;39,9;18,4;10,4;2,95;17,6;1.975
2890301020 Tres Cantos sección 01020;44,9;14,5;21;2,99;14,4;1.601
2890301021 Tres Cantos sección 01021;42,7;12,8;12,8;3,35;7,7;1.038
2890301022 Tres Cantos sección 01022;31,8;34,1;3,6;3,21;13,3;1.400
2890301023 Tres Cantos sección 01023;30,3;34,1;3,1;3,1;17,2;3.795
2890301024 Tres Cantos sección 01024;29,3;29,7;2,4;2,53;27,6;3.052
2890301025 Tres Cantos sección 01025;31,3;23,5;2,9;2,53;27,3;2.316
04901 Tres Villas, Las;51;8,2;30,3;2,01;45,3;574
0490101 Tres Villas, Las distrito 01;51;8,2;30,3;2,01;45,3;574
0490101001 Tres Villas, Las sección 01001;51;8,2;30,3;2,01;45,3;574
40207 Trescasas;36,9;25;8,3;2,92;21;1.056
4020701 Trescasas distrito 01;36,9;25;8,3;2,92;21;1.056
4020701001 Trescasas sección 01001;36,9;25;8,3;2,92;21;1.056
16216 Tresjuncos;56,1;5,4;38,4;2,15;36,5;294
1621601 Tresjuncos distrito 01;56,1;5,4;38,4;2,15;36,5;294
1621601001 Tresjuncos sección 01001;56,1;5,4;38,4;2,15;36,5;294
09394 Trespaderne;52,6;10,9;32,6;2,02;43,4;768
0939401 Trespaderne distrito 01;52,6;10,9;32,6;2,02;43,4;768
0939401001 Trespaderne sección 01001;52,6;10,9;32,6;2,02;43,4;768
39088 Tresviso;.;.;.;.;.;.
3908801 Tresviso distrito 01;.;.;.;.;.;.
3908801001 Tresviso sección 01001;.;.;.;.;.;.
42188 Trévago;.;.;.;.;.;.
4218801 Trévago distrito 01;.;.;.;.;.;.
4218801001 Trévago sección 01001;.;.;.;.;.;.
18180 Trevélez;46,1;12,3;21,8;2,27;34,7;733
1818001 Trevélez distrito 01;46,1;12,3;21,8;2,27;34,7;733
1818001001 Trevélez sección 01001;46,1;12,3;21,8;2,27;34,7;733
26155 Treviana;56,5;3,5;40,9;2,11;42,5;154
2615501 Treviana distrito 01;56,8;3,5;41,6;2,11;42,5;154
2615501001 Treviana sección 01001;57;3,5;43,2;2,11;42,5;154
27062 Triacastela;52,7;8,1;35,1;2,65;32,6;642
2706201 Triacastela distrito 01;52,7;8,1;35,1;2,65;32,6;642
2706201001 Triacastela sección 01001;52,7;8,1;35,1;2,65;32,6;642
16217 Tribaldos;55,8;11,2;40,9;1,88;47,6;128
1621701 Tribaldos distrito 01;55,8;11,2;41,6;1,88;48,2;128
1621701001 Tribaldos sección 01001;55,8;11,2;42,1;1,88;50,7;128
26157 Tricio;46,2;18,6;24,9;2,07;47,6;366
2615701 Tricio distrito 01;46,2;18,6;24,9;2,07;48,2;366
2615701001 Tricio sección 01001;46,2;18,6;24,9;2,07;48,6;366
21070 Trigueros;41,3;19;17,4;2,68;22,3;7.832
2107001 Trigueros distrito 01;40,1;19,9;14,8;2,74;21,8;5.018
2107001001 Trigueros sección 01001;39,8;20,3;14,6;2,73;20,1;1.674
2107001002 Trigueros sección 01002;39,6;21,2;14,8;2,75;22,5;2.002
2107001003 Trigueros sección 01003;41;17,6;15,1;2,73;23;1.342
2107002 Trigueros distrito 02;43,7;17,2;22,1;2,57;22,9;2.814
2107002001 Trigueros sección 02001;42,8;18,5;20,2;2,67;19,9;1.100
2107002002 Trigueros sección 02002;44,2;16,5;23,4;2,51;24,8;1.714
47174 Trigueros del Valle;49,1;13,4;25,5;1,94;45,7;314
4717401 Trigueros del Valle distrito 01;49,1;13,4;25,5;1,94;45,7;314
4717401001 Trigueros del Valle sección 01001;49,1;13,4;25,5;1,94;45,7;314
19290 Trijueque;43,5;14,2;16,6;2,31;35,1;1.201
1929001 Trijueque distrito 01;43,5;14,2;16,6;2,31;35,1;1.201
1929001001 Trijueque sección 01001;43,5;14,2;16,6;2,31;35,1;1.201
19291 Trillo;49,8;8,8;25,7;2,1;44,1;1.280
1929101 Trillo distrito 01;49,8;8,8;25,7;2,1;44,1;1.280
1929101001 Trillo sección 01001;49,8;8,8;25,7;2,1;44,1;1.280
34185 Triollo;.;.;.;.;.;.
3418501 Triollo distrito 01;.;.;.;.;.;.
3418501001 Triollo sección 01001;.;.;.;.;.;.
44236 Tronchón;.;.;.;.;.;.
4423601 Tronchón distrito 01;.;.;.;.;.;.
4423601001 Tronchón sección 01001;.;.;.;.;.;.
24172 Truchas;55,9;7,3;37;1,9;47,6;441
2417201 Truchas distrito 01;55,9;7,3;37;1,9;48,2;441
2417201001 Truchas sección 01001;55,9;7,3;37;1,9;50,7;441
48087 Trucios-Turtzioz;48,5;10;26,4;2,28;41,2;482
4808701 Trucios-Turtzioz distrito 01;48,5;10;26,4;2,28;41,2;482
4808701001 Trucios-Turtzioz sección 01001;48,5;10;26,4;2,28;41,2;482
06135 Trujillanos;41,1;20,1;17,2;2,63;24,3;1.386
0613501 Trujillanos distrito 01;41,1;20,1;17,2;2,63;24,3;1.386
0613501001 Trujillanos sección 01001;41,1;20,1;17,2;2,63;24,3;1.386
10195 Trujillo;45,3;15,1;21,7;2,39;32,7;8.908
1019501 Trujillo distrito 01;45,7;14,4;21,8;2,37;33,2;3.915
1019501001 Trujillo sección 01001;45;15,6;20,9;2,41;33,2;1.734
1019501002 Trujillo sección 01002;46,6;13,5;23,3;2,3;34,4;1.251
1019501003 Trujillo sección 01003;45,9;13,2;21,4;2,39;31,6;930
1019502 Trujillo distrito 02;44,4;16,6;21,8;2,39;33,7;2.831
1019502001 Trujillo sección 02001;48,5;12,1;27,7;2,31;38,3;863
1019502002 Trujillo sección 02002;42,6;18,6;19,3;2,43;31,6;1.968
1019503 Trujillo distrito 03;45,3;15,2;20;2,48;27,9;1.334
1019503001 Trujillo sección 03001;45,3;15,2;20;2,48;27,9;1.334
1019504 Trujillo distrito 04;46,6;13,5;23,3;2,38;34,5;828
1019504001 Trujillo sección 04001;46,6;13,5;23,3;2,38;34,5;828
09395 Tubilla del Agua;56,5;6,6;40,9;1,77;47,6;136
0939501 Tubilla del Agua distrito 01;56,8;6,6;41,6;1,77;48,2;136
0939501001 Tubilla del Agua sección 01001;57;6,6;42,7;1,74;50,7;136
09396 Tubilla del Lago;52,7;7,8;38,6;2,16;39;166
0939601 Tubilla del Lago distrito 01;52,7;7,8;38,6;2,16;39;166
0939601001 Tubilla del Lago sección 01001;52,7;7,8;38,6;2,16;39;166
39089 Tudanca;53,2;4,3;25,5;1,91;46;141
3908901 Tudanca distrito 01;53,2;4,3;25,5;1,91;46;141
3908901001 Tudanca sección 01001;53,2;4,3;25,5;1,91;46;141
31232 Tudela;41,7;18,9;17,7;2,64;25,9;35.702
3123201 Tudela distrito 01;42,9;16,7;17,9;2,5;33,2;3.062
3123201001 Tudela sección 01001;42,5;16,4;17,5;2,47;35,3;1.838
3123201002 Tudela sección 01002;43,4;17,2;18,5;2,54;29,9;1.224
3123202 Tudela distrito 02;40,2;20,8;14,9;2,62;25;10.556
3123202001 Tudela sección 02001;43,2;16,8;19;2,62;24,6;1.609
3123202002 Tudela sección 02002;39,1;21,9;13,6;2,55;28,1;2.142
3123202003 Tudela sección 02003;48,4;12,8;29,5;2,56;24,7;1.128
3123202004 Tudela sección 02004;36,9;24,6;10,3;2,62;25,6;3.426
3123202005 Tudela sección 02005;42,3;19;19,7;2,56;28,5;977
3123202006 Tudela sección 02006;38,1;22,5;7,9;2,9;14,8;1.274
3123203 Tudela distrito 03;42,9;17,7;19,9;2,67;24,4;12.391
3123203001 Tudela sección 03001;47,8;12,5;27,2;2,46;33,2;1.619
3123203002 Tudela sección 03002;47,7;14,1;28,8;2,49;29,4;1.144
3123203003 Tudela sección 03003;46,4;13,9;25,6;2,75;20,4;1.552
3123203004 Tudela sección 03004;45,6;13,7;24,2;2,59;26,7;2.017
3123203005 Tudela sección 03005;38,5;22,3;13,2;2,67;23,8;3.175
3123203006 Tudela sección 03006;43,1;17,5;21,8;2,75;22,9;1.024
3123203007 Tudela sección 03007;37,2;24;8,7;3,02;14;1.860
3123204 Tudela distrito 04;41,6;18,9;17,9;2,67;26,4;9.693
3123204001 Tudela sección 04001;44,1;16,7;21,5;2,66;26;974
3123204002 Tudela sección 04002;43,5;17;21,1;2,74;25,8;1.751
3123204003 Tudela sección 04003;41,9;19,9;20,1;2,61;27,9;1.620
3123204004 Tudela sección 04004;43;17,7;20,5;2,63;28,3;1.873
3123204005 Tudela sección 04005;43,7;15,5;20,4;2,65;25,5;1.267
3123204006 Tudela sección 04006;36,2;23,7;8,8;2,7;24,9;2.208
47175 Tudela de Duero;42;18,9;16,4;2,52;27,1;8.523
4717501 Tudela de Duero distrito 01;40;22,1;13,8;2,62;25,9;3.737
4717501001 Tudela de Duero sección 01001;41;19,6;17,1;2,37;33,6;833
4717501002 Tudela de Duero sección 01002;45,6;15,3;19,8;2,6;22,5;601
4717501003 Tudela de Duero sección 01003;38,2;24,7;11;2,72;23,6;2.303
4717502 Tudela de Duero distrito 02;43,6;16,4;18,4;2,45;27,9;4.786
4717502001 Tudela de Duero sección 02001;43,2;16,6;19,4;2,27;36,1;1.102
4717502002 Tudela de Duero sección 02002;44,4;15,6;19,5;2,53;23,6;1.784
4717502003 Tudela de Duero sección 02003;43,1;17,1;16,8;2,49;26,8;1.900
26158 Tudelilla;50,2;13,4;31,1;2,27;41,6;350
2615801 Tudelilla distrito 01;50,2;13,4;31,1;2,27;41,6;350
2615801001 Tudelilla sección 01001;50,2;13,4;31,1;2,27;41,6;350
46247 Tuéjar;49,3;11,8;28,1;2,16;38,4;1.028
4624701 Tuéjar distrito 01;49,3;11,8;28,1;2,16;38,4;1.028
4624701001 Tuéjar sección 01001;49,3;11,8;28,1;2,16;38,4;1.028
36055 Tui;43,8;16,9;20,7;2,57;28,4;16.605
3605501 Tui distrito 01;42,3;18,2;17,7;2,47;31,9;5.909
3605501001 Tui sección 01001;41;19,2;15,1;2,44;32,6;2.377
3605501002 Tui sección 01002;44,8;15,6;22,2;2,51;31,2;1.729
3605501003 Tui sección 01003;41,5;19,6;16,7;2,49;31,7;1.803
3605502 Tui distrito 02;44,4;16,3;22,7;2,71;24,8;4.893
3605502001 Tui sección 02001;43,4;17,7;20,5;2,78;22,6;1.402
3605502002 Tui sección 02002;44,3;15,8;20,9;2,67;24,8;1.542
3605502003 Tui sección 02003;45,4;16,1;26,1;2,58;29,4;1.103
3605502004 Tui sección 02004;45,2;15,4;25,1;2,86;21,6;846
3605503 Tui distrito 03;45;16;22,4;2,74;23,1;2.075
3605503001 Tui sección 03001;44,2;17,1;20,9;2,78;21,3;1.230
3605503002 Tui sección 03002;46,1;14,4;24,6;2,68;25,7;845
3605504 Tui distrito 04;44,8;16,2;22,1;2,48;29,8;3.728
3605504001 Tui sección 04001;44,6;14,8;21,1;2,51;29,9;1.868
3605504002 Tui sección 04002;45,1;17,4;22,5;2,39;30,4;1.008
3605504003 Tui sección 04003;45,1;17,6;23,8;2,54;28,7;852
35030 Tuineje;38,4;19,6;11;2,87;27,3;14.764
3503001 Tuineje distrito 01;38,4;19,6;11;2,87;27,3;14.764
3503001001 Tuineje sección 01001;41,4;16,6;15,3;2,96;28,1;1.516
3503001002 Tuineje sección 01002;38,2;20,1;12,1;2,79;28,2;1.765
3503001003 Tuineje sección 01003;38,8;19,5;11,5;2,82;28,3;2.666
3503001004 Tuineje sección 01004;38,4;18,4;12,4;3,02;26;1.439
3503001005 Tuineje sección 01005;40,9;18,3;13,6;2,68;32,2;2.174
3503001006 Tuineje sección 01006;36,1;21,8;8,1;3,01;24,5;2.898
3503001007 Tuineje sección 01007;36,6;20,4;7;2,89;24,3;2.306
31233 Tulebras;45,7;11,7;16,2;2,31;29,2;128
3123301 Tulebras distrito 01;45,7;11,7;16,2;2,31;29,2;128
3123301001 Tulebras sección 01001;45,7;11,7;16,2;2,31;29,2;128
