,type,properties.coddistrit,properties.codsec,properties.coddistsec,geometry.type,geometry.coordinates
159,Feature,3,36,0336,Polygon,"[[[-0.381652613111247, 39.4650566285129], [-0.381287449127826, 39.46534118401764], [-0.379945720446101, 39.463387565583716], [-0.380124705509857, 39.463224939217014], [-0.380550098964477, 39.46222554807751], [-0.381296687315676, 39.46190004343081], [-0.382392932697468, 39.462109424504696], [-0.382366884256234, 39.462203429756094], [-0.382127169561658, 39.4631529585854], [-0.381652613111247, 39.4650566285129]]]"
160,Feature,8,4,0804,Polygon,"[[[-0.394565312464275, 39.46544598701841], [-0.393098048216175, 39.465093265712355], [-0.391902246116705, 39.464805176463834], [-0.392257807263614, 39.46417353420074], [-0.393883663329044, 39.46411091541421], [-0.394033513240691, 39.464105267527344], [-0.396093669220968, 39.464025330971744], [-0.394558174350136, 39.465423305034314], [-0.394565312464275, 39.46544598701841]]]"
161,Feature,2,14,0214,Polygon,"[[[-0.374514630637625, 39.46463880876871], [-0.373853977530233, 39.4649572029903], [-0.371805456812749, 39.46451449945797], [-0.372143647092975, 39.463423079618885], [-0.372563724399528, 39.4636487897724], [-0.373846729489916, 39.46341203639564], [-0.374514630637625, 39.46463880876871]]]"
162,Feature,11,8,1108,Polygon,"[[[-0.334113539352254, 39.46401525164193], [-0.332926158007631, 39.46387532813403], [-0.331899209514413, 39.46375710276595], [-0.331046206315708, 39.4637059351718], [-0.331157982142287, 39.46292924406987], [-0.334193802521331, 39.46328287816031], [-0.334113539352254, 39.46401525164193]]]"
163,Feature,7,31,0731,Polygon,"[[[-0.400598659496913, 39.465297340585224], [-0.397329870869997, 39.46471066796596], [-0.397565818621083, 39.463896154488005], [-0.399552439789584, 39.4638009963139], [-0.400711091256584, 39.46374133792072], [-0.400791189003869, 39.464594458842555], [-0.400598659496913, 39.465297340585224]]]"
164,Feature,2,53,0253,Polygon,"[[[-0.364581503310322, 39.46447249208558], [-0.363732155530384, 39.46324605080362], [-0.363329892792393, 39.46266486701307], [-0.36501321627464, 39.46302286421353], [-0.366687169784674, 39.463398642195095], [-0.366503137698734, 39.46365572530796], [-0.365666915179338, 39.46400612848249], [-0.364581503310322, 39.46447249208558]]]"
165,Feature,12,28,1228,Polygon,"[[[-0.346382153193025, 39.463711180657626], [-0.346222331794644, 39.46403634218687], [-0.344025706397593, 39.46336893195253], [-0.341531227219053, 39.462627082015075], [-0.341934638648703, 39.461780497787245], [-0.343030017956638, 39.46223803294335], [-0.344308751336132, 39.46282137667631], [-0.344760036032372, 39.46189930586888], [-0.34594880292668, 39.46225084660188], [-0.345821700076716, 39.462518199671855], [-0.345445277120849, 39.46332487445199], [-0.34627645232452, 39.46366371704112], [-0.346382153193025, 39.463711180657626]]]"
166,Feature,2,16,0216,Polygon,"[[[-0.375345309463195, 39.46426119020637], [-0.374514630637625, 39.46463880876871], [-0.373846729489916, 39.46341203639564], [-0.374629573226402, 39.46326306518309], [-0.375989628475317, 39.46267668712048], [-0.376661619470538, 39.463660303085774], [-0.375345309463195, 39.46426119020637]]]"
167,Feature,2,8,0208,Polygon,"[[[-0.371805456812749, 39.46451449945797], [-0.369777636258394, 39.46406321963746], [-0.368837107092769, 39.46269061109472], [-0.369837301037924, 39.462267322209776], [-0.369998652399634, 39.46249619354944], [-0.370222580568471, 39.462510270660424], [-0.372143647092975, 39.463423079618885], [-0.371805456812749, 39.46451449945797]]]"
168,Feature,11,5,1105,Polygon,"[[[-0.336495313359041, 39.46367361452294], [-0.334193802521331, 39.46328287816031], [-0.334364859001452, 39.461827381964426], [-0.337752300679157, 39.46236918575018], [-0.337522891705905, 39.46257562378264], [-0.33701427105928, 39.46303690297137], [-0.336495313359041, 39.46367361452294]]]"
169,Feature,12,27,1227,Polygon,"[[[-0.345445277120849, 39.46332487445199], [-0.345821700076716, 39.462518199671855], [-0.345944220608096, 39.46254352694396], [-0.346671014761639, 39.46270430591825], [-0.346747430448964, 39.46271956820211], [-0.34627645232452, 39.46366371704112], [-0.345445277120849, 39.46332487445199]]]"
170,Feature,12,25,1225,Polygon,"[[[-0.35077442286055, 39.46365849599074], [-0.3468648068688, 39.462479017928615], [-0.347452202012337, 39.46128078119079], [-0.347647226968459, 39.460888858001205], [-0.351556726934824, 39.46205027288339], [-0.35077442286055, 39.46365849599074]]]"
171,Feature,2,9,0209,Polygon,"[[[-0.369777636258394, 39.46406321963746], [-0.368290653487761, 39.463736764932456], [-0.366956034102794, 39.46185522828349], [-0.368956980419931, 39.46101319118749], [-0.369837301037924, 39.462267322209776], [-0.368837107092769, 39.46269061109472], [-0.369777636258394, 39.46406321963746]]]"
172,Feature,12,15,1215,Polygon,"[[[-0.337522891705905, 39.46257562378264], [-0.337752300679157, 39.46236918575018], [-0.338541801534891, 39.46176120332466], [-0.340475533927335, 39.46231007956884], [-0.339974108409316, 39.463307559842555], [-0.337522891705905, 39.46257562378264]]]"
173,Feature,8,9,0809,Polygon,"[[[-0.388121852146917, 39.46432387400693], [-0.389380359816102, 39.462973814946515], [-0.391107166702376, 39.46368825738415], [-0.391133373809168, 39.464211354483226], [-0.389721415247855, 39.46426522693002], [-0.388121852146917, 39.46432387400693]]]"
174,Feature,8,8,0808,Polygon,"[[[-0.388121852146917, 39.46432387400693], [-0.387813090921879, 39.46389802531619], [-0.386937208540397, 39.462671155949344], [-0.388011348770537, 39.46219081592666], [-0.388259586137332, 39.462079281888904], [-0.388410396078139, 39.462280864570154], [-0.389380359816102, 39.462973814946515], [-0.388121852146917, 39.46432387400693]]]"
175,Feature,2,6,0206,Polygon,"[[[-0.368290653487761, 39.463736764932456], [-0.366687169784674, 39.463398642195095], [-0.365249430556319, 39.46132556490948], [-0.366120967685024, 39.46096245189025], [-0.366278824117706, 39.46089846436847], [-0.366956034102794, 39.46185522828349], [-0.368290653487761, 39.463736764932456]]]"
176,Feature,8,10,0810,Polygon,"[[[-0.392257807263614, 39.46417353420074], [-0.391133373809168, 39.464211354483226], [-0.391107166702376, 39.46368825738415], [-0.391156648339399, 39.46354973243368], [-0.39163974585099, 39.46284888521431], [-0.393729731660222, 39.46366152859333], [-0.393883663329044, 39.46411091541421], [-0.392257807263614, 39.46417353420074]]]"
177,Feature,2,13,0213,Polygon,"[[[-0.372143647092975, 39.463423079618885], [-0.370222580568471, 39.462510270660424], [-0.371054242044279, 39.462299367077335], [-0.371231299085744, 39.462497061393805], [-0.372034088816212, 39.46241612465102], [-0.371993238421804, 39.462131424652085], [-0.371697934366437, 39.46167881137766], [-0.372763970515937, 39.46166688525678], [-0.373471536465793, 39.46166486427434], [-0.373831547986044, 39.462154970652044], [-0.374224243576344, 39.46272238900653], [-0.373420447782196, 39.46263665601946], [-0.373846729489916, 39.46341203639564], [-0.372563724399528, 39.4636487897724], [-0.372143647092975, 39.463423079618885]]]"
178,Feature,10,1,1001,Polygon,"[[[-0.362240948077306, 39.46259060310644], [-0.35982657558693, 39.4633555647281], [-0.35915390728445, 39.46222319211002], [-0.362191570510929, 39.46114808049876], [-0.363411474571823, 39.46071632149443], [-0.363683558564094, 39.46083960907103], [-0.365008197816229, 39.461423695312455], [-0.362240948077306, 39.46259060310644]]]"
179,Feature,8,11,0811,Polygon,"[[[-0.393883663329044, 39.46411091541421], [-0.393729731660222, 39.46366152859333], [-0.39163974585099, 39.46284888521431], [-0.391860146251861, 39.462529516814676], [-0.391603805007154, 39.46235259593032], [-0.391583789748692, 39.46146928686052], [-0.392428458769953, 39.461938684179074], [-0.392804469381385, 39.4615372225808], [-0.393705252777633, 39.46207993991018], [-0.395062836373098, 39.46266442274958], [-0.395604247180342, 39.46291078735797], [-0.395132283893607, 39.463314611324584], [-0.394033513240691, 39.464105267527344], [-0.393883663329044, 39.46411091541421]]]"
180,Feature,8,13,0813,Polygon,"[[[-0.394033513240691, 39.464105267527344], [-0.395132283893607, 39.463314611324584], [-0.395604247180342, 39.46291078735797], [-0.395062836373098, 39.46266442274958], [-0.395330618651279, 39.46241818011965], [-0.396121335342015, 39.46176474876235], [-0.397321296067401, 39.46289520811717], [-0.397400505109159, 39.463887947417604], [-0.397401285473058, 39.46390598244274], [-0.396184674520403, 39.463941787020964], [-0.396093669220968, 39.464025330971744], [-0.394033513240691, 39.464105267527344]]]"
181,Feature,2,29,0229,Polygon,"[[[-0.376661619470538, 39.463660303085774], [-0.375989628475317, 39.46267668712048], [-0.377176451049042, 39.462176470420786], [-0.378630927627415, 39.46156967056377], [-0.378078009173196, 39.46304364172989], [-0.376661619470538, 39.463660303085774]]]"
182,Feature,3,35,0335,Polygon,"[[[-0.387813090921879, 39.46389802531619], [-0.386103851934891, 39.463859586819936], [-0.385680982648, 39.46343566982748], [-0.384557733180241, 39.4626086112603], [-0.385238501586034, 39.46173206465538], [-0.385770263087908, 39.46103233695142], [-0.385794310622669, 39.46106891307537], [-0.386937208540397, 39.462671155949344], [-0.387813090921879, 39.46389802531619]]]"
183,Feature,2,4,0204,Polygon,"[[[-0.366687169784674, 39.463398642195095], [-0.36501321627464, 39.46302286421353], [-0.363329892792393, 39.46266486701307], [-0.362240948077306, 39.46259060310644], [-0.365008197816229, 39.461423695312455], [-0.365249430556319, 39.46132556490948], [-0.366687169784674, 39.463398642195095]]]"
184,Feature,12,30,1230,Polygon,"[[[-0.343030017956638, 39.46223803294335], [-0.34413108112891, 39.46000656476752], [-0.345513036632504, 39.460358033201665], [-0.344760036032372, 39.46189930586888], [-0.344308751336132, 39.46282137667631], [-0.343030017956638, 39.46223803294335]]]"
185,Feature,2,15,0215,Polygon,"[[[-0.374629573226402, 39.46326306518309], [-0.373846729489916, 39.46341203639564], [-0.373420447782196, 39.46263665601946], [-0.374224243576344, 39.46272238900653], [-0.373831547986044, 39.462154970652044], [-0.376406187409808, 39.46108253314766], [-0.377176451049042, 39.462176470420786], [-0.375989628475317, 39.46267668712048], [-0.374629573226402, 39.46326306518309]]]"
186,Feature,8,22,0822,Polygon,"[[[-0.397401285473058, 39.46390598244274], [-0.397400505109159, 39.463887947417604], [-0.397321296067401, 39.46289520811717], [-0.398737367678346, 39.46152154949068], [-0.399039113642874, 39.4618255939196], [-0.399441841637217, 39.46222648982958], [-0.399552439789584, 39.4638009963139], [-0.397565818621083, 39.463896154488005], [-0.397434839863378, 39.46390222962465], [-0.397401285473058, 39.46390598244274]]]"
187,Feature,12,33,1233,Polygon,"[[[-0.341531227219053, 39.462627082015075], [-0.340475533927335, 39.46231007956884], [-0.338541801534891, 39.46176120332466], [-0.338599392228994, 39.4617174815763], [-0.339430719228066, 39.461078923047445], [-0.339845012306541, 39.46055691214248], [-0.339895744434929, 39.46044546635851], [-0.342255999708083, 39.46116175535476], [-0.341934638648703, 39.461780497787245], [-0.341531227219053, 39.462627082015075]]]"
188,Feature,12,26,1226,Polygon,"[[[-0.346671014761639, 39.46270430591825], [-0.345944220608096, 39.46254352694396], [-0.345821700076716, 39.462518199671855], [-0.34594880292668, 39.46225084660188], [-0.346545433128923, 39.46103931224991], [-0.347452202012337, 39.46128078119079], [-0.3468648068688, 39.462479017928615], [-0.346747430448964, 39.46271956820211], [-0.346671014761639, 39.46270430591825]]]"
189,Feature,8,15,0815,Polygon,"[[[-0.391107166702376, 39.46368825738415], [-0.389380359816102, 39.462973814946515], [-0.390939748498197, 39.461112493798126], [-0.391583789748692, 39.46146928686052], [-0.391603805007154, 39.46235259593032], [-0.391860146251861, 39.462529516814676], [-0.39163974585099, 39.46284888521431], [-0.391156648339399, 39.46354973243368], [-0.391107166702376, 39.46368825738415]]]"
190,Feature,2,54,0254,Polygon,"[[[-0.364581503310322, 39.46447249208558], [-0.363367580944269, 39.46499448627939], [-0.362531822986167, 39.46375483158976], [-0.363732155530384, 39.46324605080362], [-0.364581503310322, 39.46447249208558]]]"
191,Feature,3,33,0333,Polygon,"[[[-0.380124705509857, 39.463224939217014], [-0.379945720446101, 39.463387565583716], [-0.378078009173196, 39.46304364172989], [-0.378630927627415, 39.46156967056377], [-0.378726199305431, 39.46131506999588], [-0.381238918735626, 39.45462866159628], [-0.381556603127145, 39.4552213915133], [-0.382092566416573, 39.45582354299943], [-0.382502476376411, 39.45624267696952], [-0.383546660052678, 39.45776165106181], [-0.383538773506876, 39.45779750857259], [-0.382995970396916, 39.459915859376345], [-0.382825469296933, 39.46056965942264], [-0.382392932697468, 39.462109424504696], [-0.381296687315676, 39.46190004343081], [-0.380550098964477, 39.46222554807751], [-0.380124705509857, 39.463224939217014]]]"
192,Feature,11,14,1114,Polygon,"[[[-0.328591447491188, 39.46606826581721], [-0.328669754891092, 39.46550251297223], [-0.328812244386605, 39.46447428338017], [-0.33020697531607, 39.46460551134223], [-0.32998804828626, 39.46620854727238], [-0.328591447491188, 39.46606826581721]]]"
193,Feature,2,50,0250,Polygon,"[[[-0.36917136980566, 39.46692779261684], [-0.368428690441667, 39.465874967305915], [-0.367648326283645, 39.46476272648231], [-0.366687169784674, 39.463398642195095], [-0.368290653487761, 39.463736764932456], [-0.370197541062019, 39.46649157611115], [-0.36917136980566, 39.46692779261684]]]"
194,Feature,3,39,0339,Polygon,"[[[-0.382215250168845, 39.46673142283023], [-0.381610680477688, 39.46582593292944], [-0.382237573947397, 39.46557429963369], [-0.38375076288869, 39.465824591404385], [-0.382555350705719, 39.46721204473543], [-0.382215250168845, 39.46673142283023]]]"
195,Feature,2,42,0242,Polygon,"[[[-0.366203397776328, 39.466806500977086], [-0.365430868132055, 39.46569892743146], [-0.366533713133445, 39.465232951124165], [-0.367648326283645, 39.46476272648231], [-0.368428690441667, 39.465874967305915], [-0.366203397776328, 39.466806500977086]]]"
196,Feature,8,2,0802,Polygon,"[[[-0.391980863673901, 39.46734741367361], [-0.390489886802253, 39.46708421480089], [-0.391267056517153, 39.46586296066906], [-0.392200615564566, 39.46624877192923], [-0.392615368521773, 39.46642474193801], [-0.391980863673901, 39.46734741367361]]]"
197,Feature,12,12,1212,Polygon,"[[[-0.346284304297798, 39.46628544963029], [-0.344295331947855, 39.46569487070206], [-0.344595479841494, 39.4650801406237], [-0.343354200653817, 39.46471387090899], [-0.344025706397593, 39.46336893195253], [-0.346222331794644, 39.46403634218687], [-0.347257209325968, 39.46434830979149], [-0.346806965565965, 39.4652433869514], [-0.346284304297798, 39.46628544963029]]]"
198,Feature,12,36,1236,Polygon,"[[[-0.35423790285858, 39.466417540172664], [-0.353105652546691, 39.466085454868235], [-0.351220301296998, 39.465538000182626], [-0.350136034144598, 39.465224941281676], [-0.348775951988764, 39.46481097105602], [-0.348261773740995, 39.46465507004437], [-0.348416585381715, 39.46436582646458], [-0.350160287148581, 39.46489217170505], [-0.35077442286055, 39.46365849599074], [-0.351556726934824, 39.46205027288339], [-0.352520615002874, 39.46233799775563], [-0.352206848105264, 39.46306506153924], [-0.354213355526491, 39.4636918334807], [-0.35397908311326, 39.46419999763536], [-0.354238314817501, 39.46425995333492], [-0.353492873482249, 39.46579698653131], [-0.354452924403024, 39.46597650298697], [-0.35423790285858, 39.466417540172664]]]"
199,Feature,3,41,0341,Polygon,"[[[-0.385911173748903, 39.46652184705655], [-0.384843265187844, 39.466988794189035], [-0.383869217876276, 39.46568762266664], [-0.384367421879885, 39.46561325557344], [-0.386678007676149, 39.46464725566989], [-0.387299892220535, 39.465499056232936], [-0.38639629065186, 39.46656429078576], [-0.385911173748903, 39.46652184705655]]]"
200,Feature,11,10,1110,Polygon,"[[[-0.332539214496983, 39.465789810248836], [-0.3308244180371, 39.46566925979562], [-0.330935405948371, 39.464685347499874], [-0.331046206315708, 39.4637059351718], [-0.331899209514413, 39.46375710276595], [-0.332926158007631, 39.46387532813403], [-0.332539214496983, 39.465789810248836]]]"
201,Feature,8,33,0833,Polygon,"[[[-0.390489886802253, 39.46708421480089], [-0.390030787284902, 39.46700633752286], [-0.389962912749447, 39.466937247138155], [-0.388193630051995, 39.46442458390896], [-0.388121852146917, 39.46432387400693], [-0.389721415247855, 39.46426522693002], [-0.390689349446055, 39.46561576081001], [-0.391267056517153, 39.46586296066906], [-0.390489886802253, 39.46708421480089]]]"
